Index,Rk,Player,Age,Date,League,Team,At,Opp,Result,GameNum,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,YrdPass,TDPass,IntPass,AttRush,YdsRush,TDRush,Rec,YdsRec,TDRec,Fmb,FGM,FGA,XPM,XPA
3,2,Heath Miller,30.041,12/2/2012,NFL,PIT,@,BAL,W 23-20,12,13,Sun,15.7,20.7,20.7,18.2,0,0,0,0,0,0,0,0,5,97,1,0,,,,
4,3,Martellus Bennett,25.268,12/3/2012,NFL,NYG,@,WAS,L 16-17,12,13,Mon,14.2,19.2,19.2,16.7,0,0,0,0,0,0,0,0,5,82,1,0,,,,
5,4,Tony Gonzalez,36.276,11/29/2012,NFL,ATL,,NOR,W 23-13,12,13,Thu,11.8,15.8,15.8,13.8,0,0,0,0,0,0,0,0,4,58,1,0,,,,
6,5,Tony Moeaki,25.177,12/2/2012,NFL,KAN,,CAR,W 27-21,12,13,Sun,11.4,15.4,15.4,13.4,0,0,0,0,0,0,0,0,4,54,1,0,,,,
7,6,Kyle Rudolph,23.023,12/2/2012,NFL,MIN,@,GNB,L 14-23,12,13,Sun,11.1,17.1,17.1,14.1,0,0,0,0,0,0,0,0,6,51,1,0,,,,
8,7,Jason Witten,30.21,12/2/2012,NFL,DAL,,PHI,W 38-33,12,13,Sun,10.8,16.8,19.8,13.8,0,0,0,0,0,0,0,0,6,108,0,0,,,,
9,8,Greg Olsen,27.266,12/2/2012,NFL,CAR,@,KAN,L 21-27,12,13,Sun,10.7,11.7,11.7,11.2,0,0,0,0,0,0,0,0,1,47,1,0,,,,
10,9,Brandon Pettigrew,27.283,12/2/2012,NFL,DET,,IND,L 33-35,12,13,Sun,10.3,13.3,13.3,11.8,0,0,0,0,0,0,0,0,3,43,1,0,,,,
11,10,Aaron Hernandez,23.026,12/2/2012,NFL,NWE,@,MIA,W 23-16,12,13,Sun,9.7,17.7,17.7,13.7,0,0,0,0,0,0,0,0,8,97,0,0,,,,
12,11,Jacob Tamme,27.262,12/2/2012,NFL,DEN,,TAM,W 31-23,12,13,Sun,8.9,17.9,17.9,13.4,0,0,0,0,0,0,0,0,9,89,0,0,,,,
13,12,Coby Fleener,24.073,12/2/2012,NFL,IND,@,DET,W 35-33,12,13,Sun,8.6,9.6,9.6,9.1,0,0,0,0,0,0,0,0,1,26,1,0,,,,
14,13,Jeff Cumberland,25.214,12/2/2012,NFL,NYJ,,ARI,W 7-6,12,13,Sun,8.5,10.5,10.5,9.5,0,0,0,0,0,0,0,0,2,25,1,0,,,,
15,14,Dallas Clark,33.173,12/2/2012,NFL,TAM,@,DEN,L 23-31,12,13,Sun,8.1,11.1,11.1,9.6,0,0,0,0,0,0,0,0,3,21,1,0,,,,
16,15,Ben Watson,31.35,12/2/2012,NFL,CLE,@,OAK,W 20-17,12,13,Sun,8,14,14,11,0,0,0,0,0,0,0,0,6,80,0,0,,,,
17,16,Jermaine Gresham,24.169,12/2/2012,NFL,CIN,@,SDG,W 20-13,12,13,Sun,7.5,11.5,12.5,9.5,0,0,0,0,0,0,0,0,4,35,1,1,,,,
18,17,Brent Celek,27.312,12/2/2012,NFL,PHI,@,DAL,L 33-38,12,13,Sun,7.3,14.3,14.3,10.8,0,0,0,0,0,0,0,0,7,73,0,0,,,,
19,18,Scott Chandler,27.132,12/2/2012,NFL,BUF,,JAX,W 34-18,12,13,Sun,7.1,8.1,8.1,7.6,0,0,0,0,0,0,0,0,1,11,1,0,,,,
20,19,Marcedes Lewis,28.197,12/2/2012,NFL,JAX,@,BUF,L 18-34,12,13,Sun,6.8,10.8,10.8,8.8,0,0,0,0,0,0,0,0,4,68,0,0,,,,
21,20,Jermichael Finley,25.251,12/2/2012,NFL,GNB,,MIN,W 23-14,12,13,Sun,6,12,12,9,0,0,0,0,0,0,0,0,6,60,0,0,,,,
23,21,Jimmy Graham,26.005,11/29/2012,NFL,NOR,@,ATL,L 13-23,12,13,Thu,5.9,9.9,9.9,7.9,0,0,0,0,0,0,0,0,4,59,0,0,,,,
24,22,Tony Scheffler,29.291,12/2/2012,NFL,DET,,IND,L 33-35,12,13,Sun,5.5,8.5,8.5,7,0,0,0,0,0,0,0,0,3,55,0,0,,,,
25,23,Lance Kendricks,24.307,12/2/2012,NFL,STL,,SFO,W 16-13,12,13,Sun,5.2,8.2,8.2,6.7,0,0,0,0,0,0,0,0,3,32,0,0,,,,
26,24,Jared Cook,25.239,12/2/2012,NFL,TEN,,HOU,L 10-24,12,13,Sun,5.1,9.1,9.1,7.1,0,0,0,0,0,0,0,0,4,51,0,0,,,,
27,25,Antonio Gates,32.167,12/2/2012,NFL,SDG,,CIN,L 13-20,12,13,Sun,4.9,10.9,10.9,7.9,0,0,0,0,0,0,0,0,6,49,0,0,,,,
28,26,Owen Daniels,30.023,12/2/2012,NFL,HOU,@,TEN,W 24-10,12,13,Sun,4.3,7.3,7.3,5.8,0,0,0,0,0,0,0,0,3,43,0,0,,,,
29,27,Jordan Cameron,24.117,12/2/2012,NFL,CLE,@,OAK,W 20-17,12,13,Sun,3,5,5,4,0,0,0,0,0,0,0,0,2,30,0,0,,,,
30,28,Tom Crabtree,27.028,12/2/2012,NFL,GNB,,MIN,W 23-14,12,13,Sun,2,4,4,3,0,0,0,0,0,0,0,0,2,20,0,0,,,,
31,29,Dennis Pitta,27.156,12/2/2012,NFL,BAL,,PIT,L 20-23,12,13,Sun,1.9,2.9,2.9,2.4,0,0,0,0,0,0,0,0,1,19,0,0,,,,
32,30,Luke Stocker,24.138,12/2/2012,NFL,TAM,@,DEN,L 23-31,12,13,Sun,1.9,3.9,3.9,2.9,0,0,0,0,0,0,0,0,2,19,0,0,,,,
33,31,Dustin Keller,28.068,12/2/2012,NFL,NYJ,,ARI,W 7-6,12,13,Sun,1.7,3.7,3.7,2.7,0,0,0,0,0,0,0,0,2,17,0,0,,,,
34,32,Vernon Davis,28.306,12/2/2012,NFL,SFO,@,STL,L 13-16,12,13,Sun,1.5,3.5,3.5,2.5,0,0,0,0,0,0,0,0,2,15,0,0,,,,
35,33,Rob Housler,24.26,12/2/2012,NFL,ARI,@,NYJ,L 6-7,12,13,Sun,1.5,5.5,5.5,3.5,0,0,0,0,0,0,0,0,4,15,0,0,,,,
36,34,Anthony Fasano,28.226,12/2/2012,NFL,MIA,,NWE,L 16-23,12,13,Sun,1.4,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,,,,
37,35,Anthony McCoy,24.356,12/2/2012,NFL,SEA,@,CHI,W 23-17,12,13,Sun,1.1,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,
38,36,Logan Paulsen,25.281,12/3/2012,NFL,WAS,,NYG,W 17-16,12,13,Mon,1.1,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,
2,1,Aaron Hernandez,23.034,12/10/2012,NFL,NWE,,HOU,W 42-14,13,14,Mon,17.8,25.8,25.8,21.8,0,0,0,0,0,0,0,0,8,58,2,0,,,,
3,2,Greg Olsen,27.273,12/9/2012,NFL,CAR,,ATL,W 30-20,13,14,Sun,11.5,15.5,15.5,13.5,0,0,0,0,0,0,0,0,4,55,1,0,,,,
4,3,Clay Harbor,25.16,12/9/2012,NFL,PHI,@,TAM,W 23-21,13,14,Sun,11.2,17.2,17.2,14.2,0,0,0,0,0,0,0,0,6,52,1,0,,,,
5,4,Dennis Pitta,27.163,12/9/2012,NFL,BAL,@,WAS,L 28-31,13,14,Sun,10.6,15.6,15.6,13.1,0,0,0,0,0,0,0,0,5,46,1,0,,,,
6,5,Anthony McCoy,24.363,12/9/2012,NFL,SEA,,ARI,W 58-0,13,14,Sun,10.5,13.5,16.5,12,0,0,0,0,0,0,0,0,3,105,0,0,,,,
7,6,Martellus Bennett,25.274,12/9/2012,NFL,NYG,,NOR,W 52-27,13,14,Sun,9.2,14.2,14.2,11.7,0,0,0,0,0,0,0,0,5,32,1,0,,,,
8,7,Joel Dreessen,30.133,12/6/2012,NFL,DEN,@,OAK,W 26-13,13,14,Thu,9,14,14,11.5,0,0,0,0,0,0,0,0,5,30,1,0,,,,
9,8,Zach Miller,26.364,12/9/2012,NFL,SEA,,ARI,W 58-0,13,14,Sun,8.9,10.9,10.9,9.9,0,0,0,0,0,0,0,0,2,29,1,0,,,,
10,9,Jared Cook,25.246,12/9/2012,NFL,TEN,@,IND,L 23-27,13,14,Sun,8,11,11,9.5,0,0,0,0,0,0,0,0,3,20,1,0,,,,
11,10,Tony Scheffler,29.298,12/9/2012,NFL,DET,@,GNB,L 20-27,13,14,Sun,8,11,11,9.5,0,0,0,0,0,0,0,0,3,20,1,0,,,,
12,11,Scott Chandler,27.139,12/9/2012,NFL,BUF,,STL,L 12-15,13,14,Sun,7.1,12.1,12.1,9.6,0,0,0,0,0,0,0,0,5,71,0,0,,,,
13,12,Anthony Fasano,28.233,12/9/2012,NFL,MIA,@,SFO,L 13-27,13,14,Sun,6.9,8.9,8.9,7.9,0,0,0,0,0,0,0,0,2,9,1,0,,,,
14,13,Heath Miller,30.048,12/9/2012,NFL,PIT,,SDG,L 24-34,13,14,Sun,6.6,11.6,11.6,9.1,0,0,0,0,0,0,0,0,5,66,0,0,,,,
15,14,Lee Smith,25.018,12/9/2012,NFL,BUF,,STL,L 12-15,13,14,Sun,6.2,7.2,7.2,6.7,0,0,0,0,0,0,0,0,1,2,1,0,,,,
16,15,Jason Witten,30.217,12/9/2012,NFL,DAL,@,CIN,W 20-19,13,14,Sun,6.2,10.2,10.2,8.2,0,0,0,0,0,0,0,0,4,62,0,0,,,,
17,16,Tony Gonzalez,36.286,12/9/2012,NFL,ATL,@,CAR,L 20-30,13,14,Sun,6.1,14.1,14.1,10.1,0,0,0,0,0,0,0,0,8,61,0,0,,,,
18,17,Jimmy Graham,26.015,12/9/2012,NFL,NOR,@,NYG,L 27-52,13,14,Sun,5.6,10.6,10.6,8.1,0,0,0,0,0,0,0,0,5,56,0,0,,,,
19,18,Jermaine Gresham,24.176,12/9/2012,NFL,CIN,,DAL,L 19-20,13,14,Sun,4.3,8.3,8.3,6.3,0,0,0,0,0,0,0,0,4,43,0,0,,,,
20,19,Ben Watson,31.357,12/9/2012,NFL,CLE,,KAN,W 30-7,13,14,Sun,4.3,7.3,7.3,5.8,0,0,0,0,0,0,0,0,3,43,0,0,,,,
21,20,Jeff Cumberland,25.221,12/9/2012,NFL,NYJ,@,JAX,W 17-10,13,14,Sun,3.7,4.7,4.7,4.2,0,0,0,0,0,0,0,0,1,37,0,0,,,,
23,21,Rob Housler,24.267,12/9/2012,NFL,ARI,@,SEA,L 0-58,13,14,Sun,3.6,10.6,10.6,7.1,0,0,0,0,0,0,0,0,7,36,0,0,,,,
24,22,Lance Kendricks,24.314,12/9/2012,NFL,STL,@,BUF,W 15-12,13,14,Sun,3.6,6.6,6.6,5.1,0,0,0,0,0,0,0,0,3,36,0,0,,,,
25,23,Antonio Gates,32.174,12/9/2012,NFL,SDG,@,PIT,W 34-24,13,14,Sun,3.1,6.1,6.1,4.6,0,0,0,0,0,0,0,0,3,31,0,0,,,,
26,24,Kellen Davis,27.059,12/9/2012,NFL,CHI,@,MIN,L 14-21,13,14,Sun,2.5,5.5,5.5,4,0,0,0,0,0,0,0,0,3,25,0,0,,,,
27,25,Owen Daniels,30.031,12/10/2012,NFL,HOU,@,NWE,L 14-42,13,14,Mon,2.4,4.4,4.4,3.4,0,0,0,0,0,0,0,0,2,24,0,0,,,,
28,26,Jacob Tamme,27.266,12/6/2012,NFL,DEN,@,OAK,W 26-13,13,14,Thu,2.4,4.4,4.4,3.4,0,0,0,0,0,0,0,0,2,24,0,0,,,,
29,27,Will Heller,31.285,12/9/2012,NFL,DET,@,GNB,L 20-27,13,14,Sun,2.1,6.1,6.1,4.1,0,0,0,0,0,0,0,0,4,21,0,0,,,,
30,28,Delanie Walker,28.119,12/9/2012,NFL,SFO,,MIA,W 27-13,13,14,Sun,2,3,3,2.5,0,0,0,0,0,0,0,0,1,20,0,0,,,,
31,29,Dallas Clark,33.18,12/9/2012,NFL,TAM,,PHI,L 21-23,13,14,Sun,1.9,2.9,2.9,2.4,0,0,0,0,0,0,0,0,1,19,0,0,,,,
32,30,Orson Charles,21.317,12/9/2012,NFL,CIN,,DAL,L 19-20,13,14,Sun,1.7,2.7,2.7,2.2,0,0,0,0,0,0,0,0,1,17,0,0,,,,
33,31,Jermichael Finley,25.258,12/9/2012,NFL,GNB,,DET,W 27-20,13,14,Sun,1.6,3.6,3.6,2.6,0,0,0,0,0,0,0,0,2,16,0,0,,,,
34,32,Chase Coffman,26.029,12/9/2012,NFL,ATL,@,CAR,L 20-30,13,14,Sun,1.2,2.2,2.2,1.7,0,0,0,0,0,0,0,0,1,12,0,0,,,,
35,33,Jordan Cameron,24.124,12/9/2012,NFL,CLE,,KAN,W 30-7,13,14,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
36,34,Tony Moeaki,25.184,12/9/2012,NFL,KAN,@,CLE,L 7-30,13,14,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
2,1,Dennis Pitta,27.17,12/16/2012,NFL,BAL,,DEN,L 17-34,14,15,Sun,24.5,31.5,34.5,28,0,0,0,0,0,0,0,0,7,125,2,0,,,,
3,2,Aaron Hernandez,23.04,12/16/2012,NFL,NWE,,SFO,L 34-41,14,15,Sun,15.2,25.2,25.2,20.2,0,0,0,0,0,0,0,0,10,92,1,0,,,,
4,3,Heath Miller,30.055,12/16/2012,NFL,PIT,@,DAL,L 24-27,14,15,Sun,15.2,22.2,22.2,18.7,0,0,0,0,0,0,0,0,7,92,1,0,,,,
5,4,Anthony Fasano,28.24,12/16/2012,NFL,MIA,,JAX,W 24-3,14,15,Sun,13.6,19.6,19.6,16.6,0,0,0,0,0,0,0,0,6,56,1,0,,,,
6,5,Jeff Cumberland,25.229,12/17/2012,NFL,NYJ,@,TEN,L 10-14,14,15,Mon,11.3,15.3,15.3,13.3,0,0,0,0,0,0,0,0,4,53,1,0,,,,
7,6,Tony Gonzalez,36.293,12/16/2012,NFL,ATL,,NYG,W 34-0,14,15,Sun,10.9,16.9,16.9,13.9,0,0,0,0,0,0,0,0,6,49,1,0,,,,
8,7,Jason Witten,30.224,12/16/2012,NFL,DAL,,PIT,W 27-24,14,15,Sun,10.3,15.3,15.3,12.8,0,0,0,0,0,0,0,0,5,43,1,0,,,,
9,8,Lance Kendricks,24.321,12/16/2012,NFL,STL,,MIN,L 22-36,14,15,Sun,9.5,12.5,12.5,11,0,0,0,0,0,0,0,0,3,35,1,0,,,,
10,9,Antonio Gates,32.181,12/16/2012,NFL,SDG,,CAR,L 7-31,14,15,Sun,9.1,13.1,13.1,11.1,0,0,0,0,0,0,0,0,4,31,1,0,,,,
11,10,Zach Miller,27.005,12/16/2012,NFL,SEA,@,BUF,W 50-17,14,15,Sun,8.6,11.6,11.6,10.1,0,0,0,0,0,0,0,0,3,26,1,0,,,,
12,11,Delanie Walker,28.126,12/16/2012,NFL,SFO,@,NWE,W 41-34,14,15,Sun,7.4,9.4,10.4,8.4,0,0,0,0,0,0,0,0,2,34,1,1,,,,
13,12,Jimmy Graham,26.022,12/16/2012,NFL,NOR,,TAM,W 41-0,14,15,Sun,6.9,11.9,11.9,9.4,0,0,0,0,0,0,0,0,5,69,0,0,,,,
14,13,Jermaine Gresham,24.18,12/13/2012,NFL,CIN,@,PHI,W 34-13,14,15,Thu,6.3,12.3,12.3,9.3,0,0,0,0,0,0,0,0,6,63,0,0,,,,
15,14,Jermichael Finley,25.265,12/16/2012,NFL,GNB,@,CHI,W 21-13,14,15,Sun,6.1,11.1,11.1,8.6,0,0,0,0,0,0,0,0,5,61,0,0,,,,
16,15,Scott Chandler,27.146,12/16/2012,NFL,BUF,,SEA,L 17-50,14,15,Sun,5.8,10.8,10.8,8.3,0,0,0,0,0,0,0,0,5,58,0,0,,,,
17,16,Greg Olsen,27.28,12/16/2012,NFL,CAR,@,SDG,W 31-7,14,15,Sun,5.6,10.6,10.6,8.1,0,0,0,0,0,0,0,0,5,56,0,0,,,,
18,17,Logan Paulsen,25.294,12/16/2012,NFL,WAS,@,CLE,W 38-21,14,15,Sun,4.7,8.7,8.7,6.7,0,0,0,0,0,0,0,0,4,47,0,0,,,,
19,18,James Hanna,23.155,12/16/2012,NFL,DAL,,PIT,W 27-24,14,15,Sun,4.5,6.5,6.5,5.5,0,0,0,0,0,0,0,0,2,45,0,0,,,,
20,19,Dallas Clark,33.187,12/16/2012,NFL,TAM,@,NOR,L 0-41,14,15,Sun,4.2,12.2,12.2,8.2,0,0,0,0,0,0,0,0,8,42,0,0,,,,
21,20,Michael Hoomanawanui,24.165,12/16/2012,NFL,NWE,,SFO,L 34-41,14,15,Sun,4.1,5.1,5.1,4.6,0,0,0,0,0,0,0,0,1,41,0,0,,,,
23,21,Owen Daniels,30.037,12/16/2012,NFL,HOU,,IND,W 29-17,14,15,Sun,4,8,8,6,0,0,0,0,0,0,0,0,4,40,0,0,,,,
24,22,Donnie Avery,28.187,12/16/2012,NFL,IND,@,HOU,L 17-29,14,15,Sun,3.7,6.7,6.7,5.2,0,0,0,0,0,0,0,0,3,37,0,0,,,,
25,23,Joel Dreessen,30.143,12/16/2012,NFL,DEN,@,BAL,W 34-17,14,15,Sun,3.6,5.6,5.6,4.6,0,0,0,0,0,0,0,0,2,36,0,0,,,,
26,24,Tony Moeaki,25.191,12/16/2012,NFL,KAN,@,OAK,L 0-15,14,15,Sun,3.6,6.6,6.6,5.1,0,0,0,0,0,0,0,0,3,36,0,0,,,,
27,25,Tony Scheffler,29.305,12/16/2012,NFL,DET,@,ARI,L 10-38,14,15,Sun,3.6,6.6,6.6,5.1,0,0,0,0,0,0,0,0,3,36,0,0,,,,
28,26,Jordan Cameron,24.131,12/16/2012,NFL,CLE,,WAS,L 21-38,14,15,Sun,3.4,6.4,6.4,4.9,0,0,0,0,0,0,0,0,3,34,0,0,,,,
29,27,Luke Stocker,24.152,12/16/2012,NFL,TAM,@,NOR,L 0-41,14,15,Sun,2.3,5.3,5.3,3.8,0,0,0,0,0,0,0,0,3,23,0,0,,,,
30,28,Kyle Rudolph,23.037,12/16/2012,NFL,MIN,@,STL,W 36-22,14,15,Sun,2.2,5.2,5.2,3.7,0,0,0,0,0,0,0,0,3,22,0,0,,,,
31,29,Coby Fleener,24.087,12/16/2012,NFL,IND,@,HOU,L 17-29,14,15,Sun,2.1,3.1,3.1,2.6,0,0,0,0,0,0,0,0,1,21,0,0,,,,
32,30,Cory Harkey,22.182,12/16/2012,NFL,STL,,MIN,L 22-36,14,15,Sun,2.1,3.1,3.1,2.6,0,0,0,0,0,0,0,0,1,21,0,0,,,,
33,31,Gary Barnidge,27.085,12/16/2012,NFL,CAR,@,SDG,W 31-7,14,15,Sun,2,3,3,2.5,0,0,0,0,0,0,0,0,1,20,0,0,,,,
34,32,Will Heller,31.292,12/16/2012,NFL,DET,@,ARI,L 10-38,14,15,Sun,1.8,3.8,3.8,2.8,0,0,0,0,0,0,0,0,2,18,0,0,,,,
35,33,Craig Stevens,28.107,12/17/2012,NFL,TEN,,NYJ,W 14-10,14,15,Mon,1.6,3.6,3.6,2.6,0,0,0,0,0,0,0,0,2,16,0,0,,,,
36,34,Martellus Bennett,25.281,12/16/2012,NFL,NYG,@,ATL,L 0-34,14,15,Sun,1.5,2.5,2.5,2,0,0,0,0,0,0,0,0,1,15,0,0,,,,
37,35,Brandon Myers,27.103,12/16/2012,NFL,OAK,,KAN,W 15-0,14,15,Sun,1.5,3.5,3.5,2.5,0,0,0,0,0,0,0,0,2,15,0,0,,,,
38,36,Rob Housler,24.274,12/16/2012,NFL,ARI,,DET,W 38-10,14,15,Sun,1.3,3.3,3.3,2.3,0,0,0,0,0,0,0,0,2,13,0,0,,,,
39,37,Ben Watson,31.364,12/16/2012,NFL,CLE,,WAS,L 21-38,14,15,Sun,1.2,3.2,3.2,2.2,0,0,0,0,0,0,0,0,2,12,0,0,,,,
40,38,Vernon Davis,28.32,12/16/2012,NFL,SFO,@,NWE,W 41-34,14,15,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
2,1,Lance Kendricks,24.328,12/23/2012,NFL,STL,@,TAM,W 28-13,15,16,Sun,17.9,21.9,24.9,19.9,0,0,0,0,0,0,0,0,4,119,1,0,,,,
3,2,Delanie Walker,28.133,12/23/2012,NFL,SFO,@,SEA,L 13-42,15,16,Sun,11.4,15.4,15.4,13.4,0,0,0,0,0,0,0,0,4,54,1,0,,,,
4,3,Antonio Gates,32.188,12/23/2012,NFL,SDG,@,NYJ,W 27-17,15,16,Sun,10.4,12.4,12.4,11.4,0,0,0,0,0,0,0,0,2,44,1,0,,,,
5,4,Kyle Rudolph,23.044,12/23/2012,NFL,MIN,@,HOU,W 23-6,15,16,Sun,9.9,12.9,12.9,11.4,0,0,0,0,0,0,0,0,3,39,1,0,,,,
6,5,Jimmy Graham,26.029,12/23/2012,NFL,NOR,@,DAL,W 34-31,15,16,Sun,8.8,15.8,15.8,12.3,0,0,0,0,0,0,0,0,7,88,0,0,,,,
7,6,Jermichael Finley,25.272,12/23/2012,NFL,GNB,,TEN,W 55-7,15,16,Sun,7,12,12,9.5,0,0,0,0,0,0,0,0,5,70,0,0,,,,
8,7,Jacob Tamme,27.283,12/23/2012,NFL,DEN,,CLE,W 34-12,15,16,Sun,6.9,8.9,8.9,7.9,0,0,0,0,0,0,0,0,2,69,0,0,,,,
9,8,Anthony McCoy,25.011,12/23/2012,NFL,SEA,,SFO,W 42-13,15,16,Sun,6.6,7.6,7.6,7.1,0,0,0,0,0,0,0,0,1,6,1,0,,,,
10,9,Michael Palmer,24.339,12/22/2012,NFL,ATL,@,DET,W 31-18,15,16,Sat,6.1,7.1,7.1,6.6,0,0,0,0,0,0,0,0,1,1,1,0,,,,
11,10,Jason Witten,30.231,12/23/2012,NFL,DAL,,NOR,L 31-34,15,16,Sun,6,12,12,9,0,0,0,0,0,0,0,0,6,60,0,0,,,,
12,11,Dennis Pitta,27.177,12/23/2012,NFL,BAL,,NYG,W 33-14,15,16,Sun,5.6,9.6,9.6,7.6,0,0,0,0,0,0,0,0,4,56,0,0,,,,
13,12,Greg Olsen,27.287,12/23/2012,NFL,CAR,,OAK,W 17-6,15,16,Sun,5.3,11.3,11.3,8.3,0,0,0,0,0,0,0,0,6,53,0,0,,,,
14,13,Ben Watson,32.005,12/23/2012,NFL,CLE,@,DEN,L 12-34,15,16,Sun,4.7,7.7,7.7,6.2,0,0,0,0,0,0,0,0,3,47,0,0,,,,
15,14,Michael Hoomanawanui,24.172,12/23/2012,NFL,NWE,@,JAX,W 23-16,15,16,Sun,4.6,6.6,6.6,5.6,0,0,0,0,0,0,0,0,2,46,0,0,,,,
16,15,Heath Miller,30.062,12/23/2012,NFL,PIT,,CIN,L 10-13,15,16,Sun,4.5,7.5,7.5,6,0,0,0,0,0,0,0,0,3,45,0,0,,,,
17,16,Garrett Celek,24.208,12/23/2012,NFL,SFO,@,SEA,L 13-42,15,16,Sun,4.1,6.1,6.1,5.1,0,0,0,0,0,0,0,0,2,41,0,0,,,,
18,17,Tony Scheffler,29.311,12/22/2012,NFL,DET,,ATL,L 18-31,15,16,Sat,4.1,8.1,8.1,6.1,0,0,0,0,0,0,0,0,4,41,0,0,,,,
19,18,Brent Celek,27.333,12/23/2012,NFL,PHI,,WAS,L 20-27,15,16,Sun,3.9,6.9,6.9,5.4,0,0,0,0,0,0,0,0,3,39,0,0,,,,
20,19,Jermaine Gresham,24.19,12/23/2012,NFL,CIN,@,PIT,W 13-10,15,16,Sun,3.8,6.8,6.8,5.3,0,0,0,0,0,0,0,0,3,38,0,0,,,,
21,20,Will Heller,31.298,12/22/2012,NFL,DET,,ATL,L 18-31,15,16,Sat,3.4,7.4,7.4,5.4,0,0,0,0,0,0,0,0,4,34,0,0,,,,
23,21,Dallas Clark,33.194,12/23/2012,NFL,TAM,,STL,L 13-28,15,16,Sun,3.3,7.3,7.3,5.3,0,0,0,0,0,0,0,0,4,33,0,0,,,,
24,22,Martellus Bennett,25.288,12/23/2012,NFL,NYG,@,BAL,L 14-33,15,16,Sun,2.7,6.7,6.7,4.7,0,0,0,0,0,0,0,0,4,27,0,0,,,,
25,23,Owen Daniels,30.044,12/23/2012,NFL,HOU,,MIN,L 6-23,15,16,Sun,2.7,5.7,5.7,4.2,0,0,0,0,0,0,0,0,3,27,0,0,,,,
26,24,Vernon Davis,28.327,12/23/2012,NFL,SFO,@,SEA,L 13-42,15,16,Sun,2.7,3.7,3.7,3.2,0,0,0,0,0,0,0,0,1,27,0,0,,,,
27,25,Marcedes Lewis,28.218,12/23/2012,NFL,JAX,,NWE,L 16-23,15,16,Sun,2.7,6.7,6.7,4.7,0,0,0,0,0,0,0,0,4,27,0,0,,,,
28,26,Scott Chandler,27.153,12/23/2012,NFL,BUF,@,MIA,L 10-24,15,16,Sun,2.5,3.5,3.5,3,0,0,0,0,0,0,0,0,1,25,0,0,,,,
29,27,Joel Dreessen,30.15,12/23/2012,NFL,DEN,,CLE,W 34-12,15,16,Sun,2.2,5.2,5.2,3.7,0,0,0,0,0,0,0,0,3,22,0,0,,,,
30,28,Niles Paul,23.136,12/23/2012,NFL,WAS,@,PHI,W 27-20,15,16,Sun,2.1,3.1,3.1,2.6,0,0,0,0,0,0,0,0,1,21,0,0,,,,
31,29,D.J. Williams,24.104,12/23/2012,NFL,GNB,,TEN,W 55-7,15,16,Sun,2,5,5,3.5,0,0,0,0,0,0,0,0,3,20,0,0,,,,
32,30,Kellen Davis,27.073,12/23/2012,NFL,CHI,@,ARI,W 28-13,15,16,Sun,1.9,3.9,3.9,2.9,0,0,0,0,0,0,0,0,2,19,0,0,,,,
33,31,Hayden Smith,27.257,12/23/2012,NFL,NYJ,,SDG,L 17-27,15,16,Sun,1.6,2.6,2.6,2.1,0,0,0,0,0,0,0,0,1,16,0,0,,,,
34,32,Luke Stocker,24.159,12/23/2012,NFL,TAM,,STL,L 13-28,15,16,Sun,1.6,3.6,3.6,2.6,0,0,0,0,0,0,0,0,2,16,0,0,,,,
35,33,Zach Miller,27.012,12/23/2012,NFL,SEA,,SFO,W 42-13,15,16,Sun,1.5,3.5,3.5,2.5,0,0,0,0,0,0,0,0,2,15,0,0,,,,
36,34,Garrett Graham,26.141,12/23/2012,NFL,HOU,,MIN,L 6-23,15,16,Sun,1.4,3.4,3.4,2.4,0,0,0,0,0,0,0,0,2,14,0,0,,,,
37,35,Aaron Hernandez,23.047,12/23/2012,NFL,NWE,@,JAX,W 23-16,15,16,Sun,1.3,2.3,2.3,1.8,0,0,0,0,0,0,0,0,1,13,0,0,,,,
38,36,Anthony Fasano,28.247,12/23/2012,NFL,MIA,,BUF,W 24-10,15,16,Sun,1.2,3.2,3.2,2.2,0,0,0,0,0,0,0,0,2,12,0,0,,,,
39,37,Ryan Taylor,25.037,12/23/2012,NFL,GNB,,TEN,W 55-7,15,16,Sun,1.1,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,
40,38,Brandon Myers,27.11,12/23/2012,NFL,OAK,@,CAR,L 6-17,15,16,Sun,1,4,4,2.5,0,0,0,0,0,0,0,0,3,10,0,0,,,,
2,1,Jimmy Graham,26.036,12/30/2012,NFL,NOR,,CAR,L 38-44,16,17,Sun,17.5,26.5,29.5,22,0,0,0,0,0,0,0,0,9,115,1,0,,,,
3,2,Jason Witten,30.238,12/30/2012,NFL,DAL,@,WAS,L 18-28,16,17,Sun,11.6,18.6,18.6,15.1,0,0,0,0,0,0,0,0,7,56,1,0,,,,
