Index,Rk,Player,Age,Date,League,Team,At,Opp,Result,GameNum,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,YrdPass,TDPass,IntPass,AttRush,YdsRush,TDRush,Rec,YdsRec,TDRec,Fmb,FGM,FGA,XPM,XPA
2,1,Tony Gonzalez,26.193,9/8/2002,NFL,KAN,@,CLE,W 40-39,1,1,Sun,14.7,19.7,19.7,17.2,0,0,0,0,0,0,0,0,5,87,1,0,,,,
3,2,Randy McMichael,23.072,9/8/2002,NFL,MIA,,DET,W 49-21,1,1,Sun,13.3,17.3,17.3,15.3,0,0,0,0,0,0,0,0,4,73,1,0,,,,
4,3,Wesley Walls,36.194,9/8/2002,NFL,CAR,,BAL,W 10-7,1,1,Sun,9.8,11.8,11.8,10.8,0,0,0,0,0,0,0,0,2,38,1,0,,,,
5,4,Anthony Becht,25.031,9/8/2002,NFL,NYJ,@,BUF,W 37-31,1,1,Sun,9.6,13.6,13.6,11.6,0,0,0,0,0,0,0,0,4,36,1,0,,,,
6,5,Boo Williams,23.078,9/8/2002,NFL,NOR,@,TAM,W 26-20,1,1,Sun,9.2,10.2,10.2,9.7,0,0,0,0,0,0,0,0,1,32,1,0,,,,
7,6,Chad Lewis,30.338,9/8/2002,NFL,PHI,@,TEN,L 24-27,1,1,Sun,8.8,11.8,11.8,10.3,0,0,0,0,0,0,0,0,3,28,1,0,,,,
8,7,Itula Mili,29.141,9/8/2002,NFL,SEA,@,OAK,L 17-31,1,1,Sun,8.3,11.3,11.3,9.8,0,0,0,0,0,0,0,0,3,23,1,0,,,,
9,8,Pete Mitchell,30.334,9/8/2002,NFL,JAX,,IND,L 25-28,1,1,Sun,8.2,11.2,11.2,9.7,0,0,0,0,0,0,0,0,3,22,1,0,,,,
10,9,Billy Miller,25.137,9/8/2002,NFL,HOU,,DAL,W 19-10,1,1,Sun,7.9,8.9,8.9,8.4,0,0,0,0,0,0,0,0,1,19,1,0,,,,
11,10,Alge Crumpler,24.259,9/8/2002,NFL,ATL,@,GNB,L 34-37,1,1,Sun,7.4,9.4,9.4,8.4,0,0,0,0,0,0,0,0,2,14,1,0,,,,
12,11,Christian Fauria,30.352,9/9/2002,NFL,NWE,,PIT,W 30-14,1,1,Mon,7.1,9.1,9.1,8.1,0,0,0,0,0,0,0,0,2,11,1,0,,,,
13,12,Mikhael Ricks,27.298,9/8/2002,NFL,DET,@,MIA,L 21-49,1,1,Sun,6.8,9.8,9.8,8.3,0,0,0,0,0,0,0,0,3,68,0,0,,,,
14,13,David Martin,23.179,9/8/2002,NFL,GNB,,ATL,W 37-34,1,1,Sun,6.7,8.7,8.7,7.7,0,0,0,0,0,0,0,0,2,7,1,0,,,,
15,14,Byron Chamberlain,30.326,9/8/2002,NFL,MIN,@,CHI,L 23-27,1,1,Sun,6.1,7.1,7.1,6.6,0,0,0,0,0,0,0,0,1,61,0,0,,,,
16,15,Josh Norman,22.043,9/8/2002,NFL,SDG,@,CIN,W 34-6,1,1,Sun,6.1,7.1,7.1,6.6,0,0,0,0,0,0,0,0,1,1,1,0,,,,
17,16,Ernie Conwell,30.022,9/8/2002,NFL,STL,@,DEN,L 16-23,1,1,Sun,5,8,8,6.5,0,0,0,0,0,0,0,0,3,50,0,0,,,,
18,17,Frank Wycheck,30.329,9/8/2002,NFL,TEN,,PHI,W 27-24,1,1,Sun,4.7,7.7,7.7,6.2,0,0,0,0,0,0,0,0,3,47,0,0,,,,
19,18,Eric Johnson,22.355,9/5/2002,NFL,SFO,@,NYG,W 16-13,1,1,Thu,4.4,7.4,7.4,5.9,0,0,0,0,0,0,0,0,3,44,0,0,,,,
20,19,Jeremy Shockey,22.018,9/5/2002,NFL,NYG,,SFO,L 13-16,1,1,Thu,4.4,7.4,7.4,5.9,0,0,0,0,0,0,0,0,3,44,0,0,,,,
21,20,Cam Cleeland,27.025,9/9/2002,NFL,NWE,,PIT,W 30-14,1,1,Mon,4,10,10,7,0,0,0,0,0,0,0,0,6,40,0,0,,,,
23,21,Marcus Pollard,30.212,9/8/2002,NFL,IND,@,JAX,W 28-25,1,1,Sun,3.4,6.4,6.4,4.9,0,0,0,0,0,0,0,0,3,34,0,0,,,,
24,22,Shannon Sharpe*,34.074,9/8/2002,NFL,DEN,,STL,W 23-16,1,1,Sun,3.1,6.1,6.1,4.6,0,0,0,0,0,0,0,0,3,31,0,0,,,,
25,23,Mark Campbell,26.276,9/8/2002,NFL,CLE,,KAN,L 39-40,1,1,Sun,2.7,4.7,4.7,3.7,0,0,0,0,0,0,0,0,2,27,0,0,,,,
26,24,Mark Bruener,29.358,9/9/2002,NFL,PIT,@,NWE,L 14-30,1,1,Mon,2.5,6.5,6.5,4.5,0,0,0,0,0,0,0,0,4,25,0,0,,,,
27,25,Erron Kinney,25.042,9/8/2002,NFL,TEN,,PHI,W 27-24,1,1,Sun,2.5,3.5,3.5,3,0,0,0,0,0,0,0,0,1,25,0,0,,,,
28,26,Todd Heap,22.176,9/8/2002,NFL,BAL,@,CAR,L 7-10,1,1,Sun,2,7,7,4.5,0,0,0,0,0,0,0,0,5,20,0,0,,,,
29,27,Zeron Flemister,26,9/8/2002,NFL,WAS,,ARI,W 31-23,1,1,Sun,1.9,2.9,2.9,2.4,0,0,0,0,0,0,0,0,1,19,0,0,,,,
30,28,Jerramy Stevens,22.299,9/8/2002,NFL,SEA,@,OAK,L 17-31,1,1,Sun,1.8,4.8,4.8,3.3,0,0,0,0,0,0,0,0,3,18,0,0,,,,
31,29,Roland Williams,27.134,9/8/2002,NFL,OAK,,SEA,W 31-17,1,1,Sun,1.6,2.6,2.6,2.1,0,0,0,0,0,0,0,0,1,16,0,0,,,,
32,30,Kris Mangum,29.024,9/8/2002,NFL,CAR,,BAL,W 10-7,1,1,Sun,1.4,3.4,3.4,2.4,0,0,0,0,0,0,0,0,2,14,0,0,,,,
33,31,David Sloan,30.092,9/8/2002,NFL,NOR,@,TAM,W 26-20,1,1,Sun,1.2,2.2,2.2,1.7,0,0,0,0,0,0,0,0,1,12,0,0,,,,
34,32,Jay Riemersma,29.114,9/8/2002,NFL,BUF,,NYJ,L 31-37,1,1,Sun,1.1,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,
35,33,John Davis,29.117,9/8/2002,NFL,CHI,,MIN,W 27-23,1,1,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
36,34,Freddie Jones,27.357,9/8/2002,NFL,ARI,@,WAS,L 23-31,1,1,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
37,35,Todd Yoder,24.174,9/8/2002,NFL,TAM,,NOR,L 20-26,1,1,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
2,1,Jeremy Shockey,22.028,9/15/2002,NFL,NYG,@,STL,W 26-21,2,2,Sun,11,15,15,13,0,0,0,0,0,0,0,0,4,50,1,0,,,,
3,2,Tony Gonzalez,26.2,9/15/2002,NFL,KAN,,JAX,L 16-23,2,2,Sun,9.4,12.4,12.4,10.9,0,0,0,0,0,0,0,0,3,34,1,0,,,,
4,3,Frank Wycheck,30.336,9/15/2002,NFL,TEN,@,DAL,L 13-21,2,2,Sun,8.4,12.4,12.4,10.4,0,0,0,0,0,0,0,0,4,24,1,0,,,,
5,4,Itula Mili,29.148,9/15/2002,NFL,SEA,,ARI,L 13-24,2,2,Sun,7.8,11.8,11.8,9.8,0,0,0,0,0,0,0,0,4,18,1,0,,,,
6,5,Jeff Thomason,32.26,9/16/2002,NFL,PHI,@,WAS,W 37-7,2,2,Mon,7.8,9.8,9.8,8.8,0,0,0,0,0,0,0,0,2,18,1,0,,,,
7,6,Tony McGee,31.147,9/15/2002,NFL,DAL,,TEN,W 21-13,2,2,Sun,7.7,8.7,8.7,8.2,0,0,0,0,0,0,0,0,1,17,1,0,,,,
8,7,Cam Cleeland,27.031,9/15/2002,NFL,NWE,@,NYJ,W 44-7,2,2,Sun,7.1,10.1,10.1,8.6,0,0,0,0,0,0,0,0,3,11,1,0,,,,
9,8,Eric Johnson,23,9/15/2002,NFL,SFO,,DEN,L 14-24,2,2,Sun,6.9,13.9,13.9,10.4,0,0,0,0,0,0,0,0,7,69,0,0,,,,
10,9,Kyle Brady,30.244,9/15/2002,NFL,JAX,@,KAN,W 23-16,2,2,Sun,6,11,11,8.5,0,0,0,0,0,0,0,0,5,60,0,0,,,,
11,10,Jim Kleinsasser,25.227,9/15/2002,NFL,MIN,,BUF,L 39-45,2,2,Sun,5.6,11.6,11.6,8.6,0,0,0,0,0,0,0,0,6,56,0,0,,,,
12,11,Roland Williams,27.141,9/15/2002,NFL,OAK,@,PIT,W 30-17,2,2,Sun,5.5,12.5,12.5,9,0,0,0,0,0,0,0,0,7,55,0,0,,,,
13,12,Shannon Sharpe*,34.081,9/15/2002,NFL,DEN,@,SFO,W 24-14,2,2,Sun,5.2,10.2,10.2,7.7,0,0,0,0,0,0,0,0,5,52,0,0,,,,
14,13,Jay Riemersma,29.121,9/15/2002,NFL,BUF,@,MIN,W 45-39,2,2,Sun,3.8,5.8,5.8,4.8,0,0,0,0,0,0,0,0,2,38,0,0,,,,
15,14,John Davis,29.124,9/15/2002,NFL,CHI,@,ATL,W 14-13,2,2,Sun,3.7,4.7,4.7,4.2,0,0,0,0,0,0,0,0,1,37,0,0,,,,
16,15,Randy McMichael,23.079,9/15/2002,NFL,MIA,@,IND,W 21-13,2,2,Sun,3.4,5.4,5.4,4.4,0,0,0,0,0,0,0,0,2,34,0,0,,,,
17,16,Alge Crumpler,24.266,9/15/2002,NFL,ATL,,CHI,L 13-14,2,2,Sun,2.8,5.8,5.8,4.3,0,0,0,0,0,0,0,0,3,28,0,0,,,,
18,17,Mikhael Ricks,27.305,9/15/2002,NFL,DET,@,CAR,L 7-31,2,2,Sun,2.8,5.8,5.8,4.3,0,0,0,0,0,0,0,0,3,28,0,0,,,,
19,18,Ernie Conwell,30.029,9/15/2002,NFL,STL,,NYG,L 21-26,2,2,Sun,2,3,3,2.5,0,0,0,0,0,0,0,0,1,20,0,0,,,,
20,19,Todd Heap,22.183,9/15/2002,NFL,BAL,,TAM,L 0-25,2,2,Sun,2,5,5,3.5,0,0,0,0,0,0,0,0,3,20,0,0,,,,
21,20,David Sloan,30.099,9/15/2002,NFL,NOR,,GNB,W 35-20,2,2,Sun,2,3,3,2.5,0,0,0,0,0,0,0,0,1,20,0,0,,,,
23,21,Wesley Walls,36.201,9/15/2002,NFL,CAR,,DET,W 31-7,2,2,Sun,2,3,3,2.5,0,0,0,0,0,0,0,0,1,20,0,0,,,,
24,22,Mark Campbell,26.283,9/15/2002,NFL,CLE,,CIN,W 20-7,2,2,Sun,1.9,3.9,3.9,2.9,0,0,0,0,0,0,0,0,2,19,0,0,,,,
25,23,Josh Norman,22.05,9/15/2002,NFL,SDG,,HOU,W 24-3,2,2,Sun,1.8,3.8,3.8,2.8,0,0,0,0,0,0,0,0,2,18,0,0,,,,
26,24,Jerramy Stevens,22.306,9/15/2002,NFL,SEA,,ARI,L 13-24,2,2,Sun,1.6,3.6,3.6,2.6,0,0,0,0,0,0,0,0,2,16,0,0,,,,
27,25,Doug Jolley,23.256,9/15/2002,NFL,OAK,@,PIT,W 30-17,2,2,Sun,1.5,2.5,2.5,2,0,0,0,0,0,0,0,0,1,15,0,0,,,,
28,26,Pete Mitchell,30.341,9/15/2002,NFL,JAX,@,KAN,W 23-16,2,2,Sun,1.5,3.5,3.5,2.5,0,0,0,0,0,0,0,0,2,15,0,0,,,,
29,27,Chad Lewis,30.346,9/16/2002,NFL,PHI,@,WAS,W 37-7,2,2,Mon,1.4,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,,,,
30,28,Bubba Franks,24.252,9/15/2002,NFL,GNB,@,NOR,L 20-35,2,2,Sun,1.3,2.3,2.3,1.8,0,0,0,0,0,0,0,0,1,13,0,0,,,,
31,29,Jason Dunn,28.304,9/15/2002,NFL,KAN,,JAX,L 16-23,2,2,Sun,1.1,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,
32,30,Mark Bruener,29.364,9/15/2002,NFL,PIT,,OAK,L 17-30,2,2,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
33,31,Freddie Jones,27.364,9/15/2002,NFL,ARI,@,SEA,W 24-13,2,2,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
2,1,Randy McMichael,23.086,9/22/2002,NFL,MIA,,NYJ,W 30-3,3,3,Sun,13.9,18.9,18.9,16.4,0,0,0,0,0,0,0,0,5,79,1,0,,,,
3,2,Bubba Franks,24.259,9/22/2002,NFL,GNB,@,DET,W 37-31,3,3,Sun,12.2,21.2,21.2,16.7,0,0,0,0,0,0,0,0,9,62,1,0,,,,
4,3,Zeron Flemister,26.014,9/22/2002,NFL,WAS,@,SFO,L 10-20,3,3,Sun,11.7,14.7,14.7,13.2,0,0,0,0,0,0,0,0,3,57,1,0,,,,
5,4,Daniel Graham,23.31,9/22/2002,NFL,NWE,,KAN,W 41-38,3,3,Sun,7.8,8.8,8.8,8.3,0,0,0,0,0,0,0,0,1,18,1,0,,,,
6,5,Rickey Dudley,30.07,9/23/2002,NFL,TAM,,STL,W 26-14,3,3,Mon,7.5,9.5,9.5,8.5,0,0,0,0,0,0,0,0,2,15,1,0,,,,
7,6,Dwayne Carswell,30.247,9/22/2002,NFL,DEN,,BUF,W 28-23,3,3,Sun,6.5,8.5,8.5,7.5,0,0,0,0,0,0,0,0,2,5,1,0,,,,
8,7,Jeremy Shockey,22.035,9/22/2002,NFL,NYG,,SEA,W 9-6,3,3,Sun,4.8,8.8,8.8,6.8,0,0,0,0,0,0,0,0,4,48,0,0,,,,
9,8,Stephen Alexander,26.319,9/22/2002,NFL,SDG,@,ARI,W 23-15,3,3,Sun,4.4,7.4,7.4,5.9,0,0,0,0,0,0,0,0,3,44,0,0,,,,
10,9,Jay Riemersma,29.128,9/22/2002,NFL,BUF,@,DEN,L 23-28,3,3,Sun,4.4,8.4,8.4,6.4,0,0,0,0,0,0,0,0,4,44,0,0,,,,
11,10,Freddie Jones,28.006,9/22/2002,NFL,ARI,,SDG,L 15-23,3,3,Sun,3.9,8.9,8.9,6.4,0,0,0,0,0,0,0,0,5,39,0,0,,,,
12,11,Ken Dilger,31.233,9/23/2002,NFL,TAM,,STL,W 26-14,3,3,Mon,3.8,8.8,8.8,6.3,0,0,0,0,0,0,0,0,5,38,0,0,,,,
13,12,Wesley Walls,36.208,9/22/2002,NFL,CAR,@,MIN,W 21-14,3,3,Sun,3.6,7.6,7.6,5.6,0,0,0,0,0,0,0,0,4,36,0,0,,,,
14,13,John Davis,29.131,9/22/2002,NFL,CHI,,NOR,L 23-29,3,3,Sun,3.4,7.4,7.4,5.4,0,0,0,0,0,0,0,0,4,34,0,0,,,,
15,14,David Sloan,30.106,9/22/2002,NFL,NOR,@,CHI,W 29-23,3,3,Sun,3.3,5.3,5.3,4.3,0,0,0,0,0,0,0,0,2,33,0,0,,,,
16,15,Tony McGee,31.154,9/22/2002,NFL,DAL,@,PHI,L 13-44,3,3,Sun,2.7,4.7,4.7,3.7,0,0,0,0,0,0,0,0,2,27,0,0,,,,
17,16,Marcus Pollard,30.226,9/22/2002,NFL,IND,@,HOU,W 23-3,3,3,Sun,2.5,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,,,,
18,17,Anthony Becht,25.045,9/22/2002,NFL,NYJ,@,MIA,L 3-30,3,3,Sun,2.1,3.1,3.1,2.6,0,0,0,0,0,0,0,0,1,21,0,0,,,,
19,18,Chad Lewis,30.352,9/22/2002,NFL,PHI,,DAL,W 44-13,3,3,Sun,2.1,5.1,5.1,3.6,0,0,0,0,0,0,0,0,3,21,0,0,,,,
20,19,Ernie Conwell,30.037,9/23/2002,NFL,STL,@,TAM,L 14-26,3,3,Mon,2,4,4,3,0,0,0,0,0,0,0,0,2,20,0,0,,,,
21,20,Eric Johnson,23.007,9/22/2002,NFL,SFO,,WAS,W 20-10,3,3,Sun,2,5,5,3.5,0,0,0,0,0,0,0,0,3,20,0,0,,,,
23,21,Tony Gonzalez,26.207,9/22/2002,NFL,KAN,@,NWE,L 38-41,3,3,Sun,1.7,2.7,2.7,2.2,0,0,0,0,0,0,0,0,1,17,0,0,,,,
24,22,Todd Yoder,24.189,9/23/2002,NFL,TAM,,STL,W 26-14,3,3,Mon,1.6,2.6,2.6,2.1,0,0,0,0,0,0,0,0,1,16,0,0,,,,
25,23,Alge Crumpler,24.273,9/22/2002,NFL,ATL,,CIN,W 30-3,3,3,Sun,1.5,2.5,2.5,2,0,0,0,0,0,0,0,0,1,15,0,0,,,,
26,24,Steve Bush,28.08,9/22/2002,NFL,ARI,,SDG,L 15-23,3,3,Sun,1.3,2.3,2.3,1.8,0,0,0,0,0,0,0,0,1,13,0,0,,,,
27,25,Mark Campbell,26.29,9/22/2002,NFL,CLE,@,TEN,W 31-28,3,3,Sun,1.1,3.1,3.1,2.1,0,0,0,0,0,0,0,0,2,11,0,0,,,,
28,26,Steve Heiden,26.001,9/22/2002,NFL,CLE,@,TEN,W 31-28,3,3,Sun,1.1,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,
29,27,Hunter Goodwin,29.347,9/22/2002,NFL,MIN,,CAR,L 14-21,3,3,Sun,1,3,3,2,0,0,0,0,0,0,0,0,2,10,0,0,,,,
2,1,Tony Gonzalez,26.214,9/29/2002,NFL,KAN,,MIA,W 48-30,4,4,Sun,32,39,42,35.5,0,0,0,0,0,0,0,0,7,140,3,0,,,,
3,2,Todd Heap,22.198,9/30/2002,NFL,BAL,,DEN,W 34-23,3,4,Mon,20.4,25.4,25.4,22.9,0,0,0,0,0,0,0,0,5,84,2,0,,,,
4,3,Christian Fauria,31.007,9/29/2002,NFL,NWE,@,SDG,L 14-21,4,4,Sun,9.9,13.9,13.9,11.9,0,0,0,0,0,0,0,0,4,39,1,0,,,,
5,4,Dave Moore,32.322,9/29/2002,NFL,BUF,,CHI,W 33-27,4,4,Sun,9.8,12.8,12.8,11.3,0,0,0,0,0,0,0,0,3,38,1,0,,,,
6,5,Rickey Dudley,30.076,9/29/2002,NFL,TAM,@,CIN,W 35-7,4,4,Sun,9.5,10.5,10.5,10,0,0,0,0,0,0,0,0,1,35,1,0,,,,
7,6,Ken Dilger,31.239,9/29/2002,NFL,TAM,@,CIN,W 35-7,4,4,Sun,9.3,11.3,11.3,10.3,0,0,0,0,0,0,0,0,2,33,1,0,,,,
8,7,Antowain Smith,30.199,9/29/2002,NFL,NWE,@,SDG,L 14-21,4,4,Sun,9,11,11,10,0,0,0,0,0,16,78,0,2,12,0,0,,,,
9,8,Bubba Franks,24.266,9/29/2002,NFL,GNB,,CAR,W 17-14,4,4,Sun,8.54,12.5,12.5,10.5,1,1,31,1,0,0,0,0,4,33,0,0,,,,
10,9,Shannon Sharpe*,34.096,9/30/2002,NFL,DEN,@,BAL,L 23-34,4,4,Mon,7.5,16.5,16.5,12,0,0,0,0,0,0,0,0,9,75,0,0,,,,
11,10,John Davis,29.138,9/29/2002,NFL,CHI,@,BUF,L 27-33,4,4,Sun,7.4,10.4,10.4,8.9,0,0,0,0,0,0,0,0,3,14,1,0,,,,
12,11,Bill Baber,23.255,9/29/2002,NFL,KAN,,MIA,W 48-30,4,4,Sun,6.3,7.3,7.3,6.8,0,0,0,0,0,0,0,0,1,3,1,0,,,,
13,12,Patrick Hape,28.116,9/30/2002,NFL,DEN,@,BAL,L 23-34,4,4,Mon,6.2,7.2,7.2,6.7,0,0,0,0,0,0,0,0,1,2,1,0,,,,
14,13,Jeremy Shockey,22.042,9/29/2002,NFL,NYG,@,ARI,L 7-21,4,4,Sun,5.6,9.6,9.6,7.6,0,0,0,0,0,0,0,0,4,56,0,0,,,,
15,14,Jay Riemersma,29.135,9/29/2002,NFL,BUF,,CHI,W 33-27,4,4,Sun,4.6,8.6,8.6,6.6,0,0,0,0,0,0,0,0,4,46,0,0,,,,
16,15,James Whalen,24.292,9/29/2002,NFL,DAL,@,STL,W 13-10,4,4,Sun,3.8,8.8,8.8,6.3,0,0,0,0,0,0,0,0,5,38,0,0,,,,
17,16,Ernie Conwell,30.043,9/29/2002,NFL,STL,,DAL,L 10-13,4,4,Sun,3.5,5.5,5.5,4.5,0,0,0,0,0,1,2,0,2,33,0,0,,,,
18,17,Freddie Jones,28.013,9/29/2002,NFL,ARI,,NYG,W 21-7,4,4,Sun,3.4,8.4,8.4,5.9,0,0,0,0,0,0,0,0,5,34,0,0,,,,
19,18,Mikhael Ricks,27.319,9/29/2002,NFL,DET,,NOR,W 26-21,4,4,Sun,3.4,4.4,4.4,3.9,0,0,0,0,0,0,0,0,1,34,0,0,,,,
20,19,Frank Wycheck,30.35,9/29/2002,NFL,TEN,@,OAK,L 25-52,4,4,Sun,3.2,7.2,7.2,5.2,0,0,0,0,0,0,0,0,4,32,0,0,,,,
21,20,Chad Lewis,30.359,9/29/2002,NFL,PHI,,HOU,W 35-17,4,4,Sun,3.1,8.1,8.1,5.6,0,0,0,0,0,0,0,0,5,31,0,0,,,,
23,21,Byron Chamberlain,30.347,9/29/2002,NFL,MIN,@,SEA,L 23-48,4,4,Sun,2.9,5.9,5.9,4.4,0,0,0,0,0,0,0,0,3,29,0,0,,,,
24,22,Anthony Becht,25.052,9/29/2002,NFL,NYJ,@,JAX,L 3-28,4,4,Sun,2.5,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,,,,
25,23,Dwayne Carswell,30.255,9/30/2002,NFL,DEN,@,BAL,L 23-34,4,4,Mon,2.4,5.4,5.4,3.9,0,0,0,0,0,0,0,0,3,24,0,0,,,,
26,24,Billy Miller,25.158,9/29/2002,NFL,HOU,@,PHI,L 17-35,4,4,Sun,2.2,4.2,4.2,3.2,0,0,0,0,0,0,0,0,2,22,0,0,,,,
27,25,Kyle Brady,30.258,9/29/2002,NFL,JAX,,NYJ,W 28-3,3,4,Sun,1.9,2.9,2.9,2.4,0,0,0,0,0,0,0,0,1,19,0,0,,,,
28,26,Randy McMichael,23.093,9/29/2002,NFL,MIA,@,KAN,L 30-48,4,4,Sun,1.8,3.8,3.8,2.8,0,0,0,0,0,0,0,0,2,18,0,0,,,,
29,27,Roland Williams,27.155,9/29/2002,NFL,OAK,,TEN,W 52-25,3,4,Sun,1.8,3.8,3.8,2.8,0,0,0,0,0,0,0,0,2,18,0,0,,,,
30,28,Kris Mangum,29.045,9/29/2002,NFL,CAR,@,GNB,L 14-17,4,4,Sun,1.7,3.7,3.7,2.7,0,0,0,0,0,0,0,0,2,17,0,0,,,,
31,29,Doug Jolley,23.27,9/29/2002,NFL,OAK,,TEN,W 52-25,3,4,Sun,1.6,3.6,3.6,2.6,0,0,0,0,0,0,0,0,2,16,0,0,,,,
32,30,Jeff Thomason,32.273,9/29/2002,NFL,PHI,,HOU,W 35-17,4,4,Sun,1.3,2.3,2.3,1.8,0,0,0,0,0,0,0,0,1,13,0,0,,,,
33,31,Mark Campbell,26.297,9/29/2002,NFL,CLE,@,PIT,L 13-16,4,4,Sun,1.1,3.1,3.1,2.1,0,0,0,0,0,0,0,0,2,11,0,0,,,,
34,32,Jerramy Stevens,22.32,9/29/2002,NFL,SEA,,MIN,W 48-23,4,4,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
2,1,John Davis,29.146,10/7/2002,NFL,CHI,,GNB,L 21-34,5,5,Mon,15.3,18.3,18.3,16.8,0,0,0,0,0,0,0,0,3,33,2,0,,,,
3,2,Chad Lewis,31.001,10/6/2002,NFL,PHI,@,JAX,L 25-28,5,5,Sun,10.7,16.7,16.7,13.7,0,0,0,0,0,0,0,0,6,47,1,0,,,,
4,3,Kyle Brady,30.265,10/6/2002,NFL,JAX,,PHI,W 28-25,4,5,Sun,9.4,11.4,11.4,10.4,0,0,0,0,0,0,0,0,2,34,1,0,,,,
5,4,Tyrone Davis,30.099,10/7/2002,NFL,GNB,@,CHI,W 34-21,5,5,Mon,9,11,11,10,0,0,0,0,0,0,0,0,2,30,1,0,,,,
6,5,Freddie Jones,28.02,10/6/2002,NFL,ARI,@,CAR,W 16-13,5,5,Sun,8.8,11.8,11.8,10.3,0,0,0,0,0,0,0,0,3,28,1,0,,,,
7,6,Randy McMichael,23.1,10/6/2002,NFL,MIA,,NWE,W 26-13,5,5,Sun,8.6,11.6,11.6,10.1,0,0,0,0,0,0,0,0,3,26,1,0,,,,
8,7,Dave Moore,32.329,10/6/2002,NFL,BUF,,OAK,L 31-49,5,5,Sun,8.6,12.6,12.6,10.6,0,0,0,0,0,0,0,0,4,26,1,0,,,,
9,8,Frank Wycheck,30.357,10/6/2002,NFL,TEN,,WAS,L 14-31,5,5,Sun,7.9,16.9,16.9,12.4,0,0,0,0,0,0,0,0,9,79,0,0,,,,
10,9,Marcellus Rivers,23.345,10/6/2002,NFL,NYG,@,DAL,W 21-17,5,5,Sun,7.7,8.7,8.7,8.2,0,0,0,0,0,0,0,0,1,17,1,0,,,,
11,10,Mark Campbell,26.304,10/6/2002,NFL,CLE,,BAL,L 21-26,5,5,Sun,6.9,8.9,8.9,7.9,0,0,0,0,0,0,0,0,2,9,1,0,,,,
12,11,Bubba Franks,24.274,10/7/2002,NFL,GNB,@,CHI,W 34-21,5,5,Mon,6.5,7.5,7.5,7,0,0,0,0,0,0,0,0,1,5,1,0,,,,
13,12,Marcus Pollard,30.24,10/6/2002,NFL,IND,,CIN,W 28-21,4,5,Sun,6.3,7.3,7.3,6.8,0,0,0,0,0,0,0,0,1,3,1,0,,,,
14,13,Anthony Becht,25.059,10/6/2002,NFL,NYJ,,KAN,L 25-29,5,5,Sun,6.2,7.2,7.2,6.7,0,0,0,0,0,0,0,0,1,2,1,0,,,,
15,14,Todd Heap,22.204,10/6/2002,NFL,BAL,@,CLE,W 26-21,4,5,Sun,5.3,9.3,9.3,7.3,0,0,0,0,0,0,0,0,4,53,0,0,,,,
16,15,Erron Kinney,25.07,10/6/2002,NFL,TEN,,WAS,L 14-31,5,5,Sun,4.3,6.3,6.3,5.3,0,0,0,0,0,0,0,0,2,43,0,0,,,,
17,16,Shannon Sharpe*,34.102,10/6/2002,NFL,DEN,,SDG,W 26-9,5,5,Sun,3.9,7.9,7.9,5.9,0,0,0,0,0,0,0,0,4,39,0,0,,,,
18,17,James Whalen,24.299,10/6/2002,NFL,DAL,,NYG,L 17-21,5,5,Sun,3.3,4.3,4.3,3.8,0,0,0,0,0,0,0,0,1,33,0,0,,,,
19,18,Dan Campbell,26.176,10/6/2002,NFL,NYG,@,DAL,W 21-17,5,5,Sun,3,6,6,4.5,0,0,0,0,0,0,0,0,3,30,0,0,,,,
20,19,Brandon Manumaleuna,22.275,10/6/2002,NFL,STL,@,SFO,L 13-37,5,5,Sun,3,5,5,4,0,0,0,0,0,0,0,0,2,30,0,0,,,,
21,20,Tony McGee,31.168,10/6/2002,NFL,DAL,,NYG,L 17-21,5,5,Sun,2.7,6.7,6.7,4.7,0,0,0,0,0,0,0,0,4,27,0,0,,,,
23,21,Josh Norman,22.071,10/6/2002,NFL,SDG,@,DEN,L 9-26,5,5,Sun,2.7,6.7,6.7,4.7,0,0,0,0,0,0,0,0,4,27,0,0,,,,
24,22,Tony Gonzalez,26.221,10/6/2002,NFL,KAN,@,NYJ,W 29-25,5,5,Sun,2.5,6.5,6.5,4.5,0,0,0,0,0,0,0,0,4,25,0,0,,,,
25,23,Zeron Flemister,26.028,10/6/2002,NFL,WAS,@,TEN,W 31-14,4,5,Sun,2.2,4.2,4.2,3.2,0,0,0,0,0,0,0,0,2,22,0,0,,,,
