Index,Rk,Player,Age,Date,League,Team,At,Opp,Result,GameNum,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,YrdPass,TDPass,IntPass,AttRush,YdsRush,TDRush,Rec,YdsRec,TDRec,Fmb,FGM,FGA,XPM,XPA
72,68,Amani Toomer,33.015,9/23/2007,NFL,NYG,@,WAS,W 24-17,3,3,Sun,2.4,6.4,6.4,4.4,0,0,0,0,0,0,0,0,4,24,0,0,,,,
73,69,Mike Williams,23.262,9/23/2007,NFL,OAK,,CLE,W 26-24,3,3,Sun,2.4,3.4,3.4,2.9,0,0,0,0,0,0,0,0,1,24,0,0,,,,
74,70,Reggie Brown,26.253,9/23/2007,NFL,PHI,,DET,W 56-21,3,3,Sun,2.3,4.3,4.3,3.3,0,0,0,0,0,0,0,0,2,23,0,0,,,,
76,72,Peerless Price,30.331,9/23/2007,NFL,BUF,@,NWE,L 7-38,3,3,Sun,2.3,4.3,4.3,3.3,0,0,0,0,0,0,0,0,2,23,0,0,,,,
77,73,Samie Parker,26.182,9/23/2007,NFL,KAN,,MIN,W 13-10,3,3,Sun,2.2,3.2,3.2,2.7,0,0,0,0,0,0,0,0,1,22,0,0,,,,
78,74,Muhsin Muhammad,34.141,9/23/2007,NFL,CHI,,DAL,L 10-34,3,3,Sun,2.1,4.1,4.1,3.1,0,0,0,0,0,0,0,0,2,21,0,0,,,,
79,75,Sidney Rice,21.022,9/23/2007,NFL,MIN,@,KAN,L 10-13,3,3,Sun,2.1,4.1,4.1,3.1,0,0,0,0,0,0,0,0,2,21,0,0,,,,
81,77,Jerry Porter,29.071,9/23/2007,NFL,OAK,,CLE,W 26-24,3,3,Sun,2,3,3,2.5,0,0,0,0,0,0,0,0,1,20,0,0,,,,
82,78,Bryant Johnson,26.2,9/23/2007,NFL,ARI,@,BAL,L 23-26,3,3,Sun,1.8,2.8,2.8,2.3,0,0,0,0,0,0,0,0,1,18,0,0,,,,
83,79,Drew Carter,26.018,9/23/2007,NFL,CAR,@,ATL,W 27-20,3,3,Sun,1.7,2.7,2.7,2.2,0,0,0,0,0,0,0,0,1,17,0,0,,,,
84,80,Sinorice Moss,23.269,9/23/2007,NFL,NYG,@,WAS,W 24-17,3,3,Sun,1.7,2.7,2.7,2.2,0,0,0,0,0,0,0,0,1,17,0,0,,,,
86,81,Kevin Walter,26.05,9/23/2007,NFL,HOU,,IND,L 24-30,3,3,Sun,1.7,3.7,3.7,2.7,0,0,0,0,0,0,0,0,2,17,0,0,,,,
87,82,Skyler Green,23.011,9/23/2007,NFL,CIN,@,SEA,L 21-24,3,3,Sun,1.6,3.6,3.6,2.6,0,0,0,0,0,1,1,0,2,15,0,0,,,,
88,83,Steve Smith,28.134,9/23/2007,NFL,CAR,@,ATL,W 27-20,3,3,Sun,1.6,2.6,2.6,2.1,0,0,0,0,0,1,6,0,1,10,0,0,,,,
89,84,Ted Ginn,22.164,9/23/2007,NFL,MIA,@,NYJ,L 28-31,3,3,Sun,1.5,2.5,2.5,2,0,0,0,0,0,0,0,0,1,15,0,0,,,,
90,85,Isaac Bruce,34.317,9/23/2007,NFL,STL,@,TAM,L 3-24,3,3,Sun,1.4,4.4,4.4,2.9,0,0,0,0,0,0,0,0,3,14,0,0,,,,
91,86,Tim Carter,28.002,9/23/2007,NFL,CLE,@,OAK,L 24-26,3,3,Sun,1.4,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,,,,
92,87,Michael Clayton,24.345,9/23/2007,NFL,TAM,,STL,W 24-3,3,3,Sun,1.4,2.4,2.4,1.9,0,0,0,0,0,2,2,0,1,12,0,0,,,,
93,88,Troy Walters,30.282,9/23/2007,NFL,DET,@,PHI,L 21-56,3,3,Sun,1.3,2.3,2.3,1.8,0,0,0,0,0,0,0,0,1,13,0,0,,,,
95,90,Justin McCareins,28.296,9/23/2007,NFL,NYJ,,MIA,W 31-28,3,3,Sun,1.1,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,
96,91,Ernest Wilford,28.252,9/23/2007,NFL,JAX,@,DEN,W 23-14,3,3,Sun,1,3,3,2,0,0,0,0,0,0,0,0,2,10,0,0,,,,
19,18,Brandon Jones,24.353,9/24/2007,NFL,TEN,@,NOR,W 31-14,3,3,Mon,13.3,17.3,17.3,15.3,0,0,0,0,0,0,0,0,4,73,1,0,,,,
41,39,Marques Colston,24.111,9/24/2007,NFL,NOR,,TEN,L 14-31,3,3,Mon,6.8,10.8,10.8,8.8,0,0,0,0,0,0,0,0,4,68,0,0,,,,
47,44,Lance Moore,24.024,9/24/2007,NFL,NOR,,TEN,L 14-31,3,3,Mon,5.4,11.4,11.4,8.4,0,0,0,0,0,0,0,0,6,54,0,0,,,,
69,65,Roydell Williams,26.194,9/24/2007,NFL,TEN,@,NOR,W 31-14,3,3,Mon,2.6,5.6,5.6,4.1,0,0,0,0,0,1,-11,0,3,37,0,0,,,,
75,71,Terrance Copper,25.196,9/24/2007,NFL,NOR,,TEN,L 14-31,3,3,Mon,2.3,4.3,4.3,3.3,0,0,0,0,0,0,0,0,2,23,0,0,,,,
80,76,Eric Moulds,34.069,9/24/2007,NFL,TEN,@,NOR,W 31-14,3,3,Mon,2,4,4,3,0,0,0,0,0,0,0,0,2,20,0,0,,,,
94,89,Devery Henderson,25.182,9/24/2007,NFL,NOR,,TEN,L 14-31,3,3,Mon,1.1,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,
2,1,Patrick Crayton,28.176,9/30/2007,NFL,DAL,,STL,W 35-7,4,4,Sun,30.4,37.4,40.4,33.9,0,0,0,0,0,0,0,0,7,184,2,0,,,,
3,2,Dwayne Bowe,23.009,9/30/2007,NFL,KAN,@,SDG,W 30-16,4,4,Sun,22.4,30.4,33.4,26.4,0,0,0,0,0,0,0,0,8,164,1,0,,,,
5,4,Michael Jenkins,25.104,9/30/2007,NFL,ATL,,HOU,W 26-16,4,4,Sun,18.4,24.4,24.4,21.4,0,0,0,0,0,0,0,0,6,64,2,0,,,,
6,5,Andre' Davis,28.11,9/30/2007,NFL,HOU,@,ATL,L 16-26,4,4,Sun,17.7,22.7,25.7,20.2,0,0,0,0,0,0,0,0,5,117,1,0,,,,
7,6,Jerry Porter,29.078,9/30/2007,NFL,OAK,@,MIA,W 35-17,4,4,Sun,17.2,20.2,20.2,18.7,0,0,0,0,0,0,0,0,3,52,2,0,,,,
9,8,Braylon Edwards,24.221,9/30/2007,NFL,CLE,,BAL,W 27-13,4,4,Sun,15.7,18.7,18.7,17.2,0,0,0,0,0,0,0,0,3,97,1,0,,,,
10,9,Sidney Rice,21.029,9/30/2007,NFL,MIN,,GNB,L 16-23,4,4,Sun,13.5,19.5,19.5,16.5,0,0,0,0,0,0,0,0,6,75,1,0,,,,
11,10,Deion Branch,28.074,9/30/2007,NFL,SEA,@,SFO,W 23-3,4,4,Sun,13,20,23,16.5,0,0,0,0,0,0,0,0,7,130,0,0,,,,
12,11,Laveranues Coles,29.275,9/30/2007,NFL,NYJ,@,BUF,L 14-17,4,4,Sun,12.5,20.5,20.5,16.5,0,0,0,0,0,0,0,0,8,65,1,0,,,,
13,12,Larry Fitzgerald,24.03,9/30/2007,NFL,ARI,,PIT,W 21-14,4,4,Sun,12,22,25,17,0,0,0,0,0,0,0,0,10,120,0,0,,,,
14,13,Ike Hilliard,31.178,9/30/2007,NFL,TAM,@,CAR,W 20-7,4,4,Sun,11.4,18.4,21.4,14.9,0,0,0,0,0,0,0,0,7,114,0,0,,,,
15,14,Bobby Engram,34.266,9/30/2007,NFL,SEA,@,SFO,W 23-3,4,4,Sun,11.3,15.3,15.3,13.3,0,0,0,0,0,0,0,0,4,53,1,0,,,,
16,15,Jerheme Urban,26.308,9/30/2007,NFL,ARI,,PIT,W 21-14,4,4,Sun,11.3,16.3,16.3,13.8,0,0,0,0,0,0,0,0,5,53,1,0,,,,
17,16,James Jones,23.183,9/30/2007,NFL,GNB,@,MIN,W 23-16,4,4,Sun,10.9,14.9,14.9,12.9,0,0,0,0,0,0,0,0,4,49,1,0,,,,
18,17,Muhsin Muhammad,34.148,9/30/2007,NFL,CHI,@,DET,L 27-37,4,4,Sun,10.9,15.9,15.9,13.4,0,0,0,0,0,0,0,0,5,49,1,0,,,,
19,18,Jerricho Cotchery,25.106,9/30/2007,NFL,NYJ,@,BUF,L 14-17,4,4,Sun,10.5,18.5,21.5,14.5,0,0,0,0,0,1,-2,0,8,107,0,0,,,,
20,19,Greg Jennings,24.009,9/30/2007,NFL,GNB,@,MIN,W 23-16,4,4,Sun,10.3,13.3,13.3,11.8,0,0,0,0,0,0,0,0,3,43,1,0,,,,
21,20,Shaun McDonald,26.109,9/30/2007,NFL,DET,,CHI,W 37-27,4,4,Sun,10,13,13,11.5,0,0,0,0,0,1,9,0,3,31,1,0,,,,
23,21,Bernard Berrian,26.277,9/30/2007,NFL,CHI,@,DET,L 27-37,4,4,Sun,9.9,17.9,17.9,13.9,0,0,0,0,0,0,0,0,8,99,0,0,,,,
24,22,Reggie Wayne,28.317,9/30/2007,NFL,IND,,DEN,W 38-20,4,4,Sun,9.8,14.8,14.8,12.3,0,0,0,0,0,0,0,0,5,38,1,0,,,,
25,23,Troy Walters,30.289,9/30/2007,NFL,DET,,CHI,W 37-27,4,4,Sun,9.6,11.6,11.6,10.6,0,0,0,0,0,0,0,0,2,36,1,0,,,,
26,24,Mike Furrey,30.141,9/30/2007,NFL,DET,,CHI,W 37-27,4,4,Sun,9.1,14.1,14.1,11.6,0,0,0,0,0,0,0,0,5,91,0,0,,,,
27,25,Plaxico Burress,30.049,9/30/2007,NFL,NYG,,PHI,W 16-3,4,4,Sun,8.4,12.4,12.4,10.4,0,0,0,0,0,0,0,0,4,24,1,0,,,,
28,26,Brandon Marshall,23.191,9/30/2007,NFL,DEN,@,IND,L 20-38,4,4,Sun,8.3,11.3,11.3,9.8,0,0,0,0,0,0,0,0,3,23,1,0,,,,
29,27,Bobby Wade,26.216,9/30/2007,NFL,MIN,,GNB,L 16-23,4,4,Sun,8.3,13.3,13.3,10.8,0,0,0,0,0,0,0,0,5,83,0,0,,,,
30,28,Derrick Mason,33.256,9/30/2007,NFL,BAL,@,CLE,L 13-27,4,4,Sun,7.8,17.8,17.8,12.8,0,0,0,0,0,0,0,0,10,78,0,0,,,,
31,29,Kevin Walter,26.057,9/30/2007,NFL,HOU,@,ATL,L 16-26,4,4,Sun,7.7,13.7,13.7,10.7,0,0,0,0,0,0,0,0,6,77,0,0,,,,
32,30,Lee Evans,26.203,9/30/2007,NFL,BUF,,NYJ,W 17-14,4,4,Sun,7.2,13.2,13.2,10.2,0,0,0,0,0,0,0,0,6,72,0,0,,,,
33,31,Joe Jurevicius,32.281,9/30/2007,NFL,CLE,,BAL,W 27-13,4,4,Sun,7,9,9,8,0,0,0,0,0,0,0,0,2,10,1,0,,,,
34,32,Josh Reed,27.152,9/30/2007,NFL,BUF,,NYJ,W 17-14,4,4,Sun,6.8,10.8,10.8,8.8,0,0,0,0,0,1,4,0,4,64,0,0,,,,
35,33,Roddy White,25.332,9/30/2007,NFL,ATL,,HOU,W 26-16,4,4,Sun,6.4,9.4,9.4,7.9,0,0,0,0,0,0,0,0,3,64,0,0,,,,
36,34,Demetrius Williams,24.186,9/30/2007,NFL,BAL,@,CLE,L 13-27,4,4,Sun,6.3,11.3,11.3,8.8,0,0,0,0,0,0,0,0,5,63,0,0,,,,
37,35,Donald Driver,32.24,9/30/2007,NFL,GNB,@,MIN,W 23-16,4,4,Sun,5.7,12.7,12.7,9.2,0,0,0,0,0,1,-1,0,7,58,0,0,,,,
38,36,Amani Toomer,33.022,9/30/2007,NFL,NYG,,PHI,W 16-3,4,4,Sun,5.4,9.4,9.4,7.4,0,0,0,0,0,0,0,0,4,54,0,0,,,,
40,38,Roy Williams,25.284,9/30/2007,NFL,DET,,CHI,W 37-27,4,4,Sun,5.3,11.3,11.3,8.3,0,0,0,0,0,0,0,0,6,53,0,0,,,,
41,39,Torry Holt,31.117,9/30/2007,NFL,STL,@,DAL,L 7-35,4,4,Sun,5.2,10.2,10.2,7.7,0,0,0,0,0,0,0,0,5,52,0,0,,,,
42,40,Vincent Jackson,24.259,9/30/2007,NFL,SDG,,KAN,L 16-30,4,4,Sun,5.2,8.2,8.2,6.7,0,0,0,0,0,0,0,0,3,52,0,0,,,,
44,41,Ruvell Martin,25.051,9/30/2007,NFL,GNB,@,MIN,W 23-16,4,4,Sun,5.2,7.2,7.2,6.2,0,0,0,0,0,0,0,0,2,52,0,0,,,,
47,44,Mark Clayton,25.09,9/30/2007,NFL,BAL,@,CLE,L 13-27,4,4,Sun,4.3,7.3,7.3,5.8,0,0,0,0,0,0,0,0,3,43,0,0,,,,
48,45,Bryant Johnson,26.207,9/30/2007,NFL,ARI,,PIT,W 21-14,4,4,Sun,4,8,8,6,0,0,0,0,0,0,0,0,4,40,0,0,,,,
49,46,Rashied Davis,28.068,9/30/2007,NFL,CHI,@,DET,L 27-37,4,4,Sun,3.8,8.8,8.8,6.3,0,0,0,0,0,0,0,0,5,38,0,0,,,,
50,47,Darrell Jackson,28.298,9/30/2007,NFL,SFO,,SEA,L 3-23,4,4,Sun,3.8,6.8,6.8,5.3,0,0,0,0,0,0,0,0,3,38,0,0,,,,
51,48,Terrell Owens*,33.297,9/30/2007,NFL,DAL,,STL,W 35-7,4,4,Sun,3.3,6.3,6.3,4.8,0,0,0,0,0,0,0,0,3,33,0,0,,,,
52,49,Roscoe Parrish,25.076,9/30/2007,NFL,BUF,,NYJ,W 17-14,4,4,Sun,3.3,7.3,7.3,5.3,0,0,0,0,0,0,0,0,4,33,0,0,,,,
53,50,Steve Smith,28.141,9/30/2007,NFL,CAR,,TAM,L 7-20,4,4,Sun,3.2,8.2,8.2,5.7,0,0,0,0,0,0,0,0,5,32,0,0,,,,
54,51,Laurent Robinson,22.133,9/30/2007,NFL,ATL,,HOU,W 26-16,4,4,Sun,3.1,7.1,7.1,5.1,0,0,0,0,0,0,0,0,4,31,0,0,,,,
56,53,Malcom Floyd,26.022,9/30/2007,NFL,SDG,,KAN,L 16-30,4,4,Sun,2.8,5.8,5.8,4.3,0,0,0,0,0,0,0,0,3,28,0,0,,,,
57,54,Isaac Bruce,34.324,9/30/2007,NFL,STL,@,DAL,L 7-35,4,4,Sun,2.4,3.4,3.4,2.9,0,0,0,0,0,0,0,0,1,24,0,0,,,,
58,55,Willie Reid,25.011,9/30/2007,NFL,PIT,@,ARI,L 14-21,4,4,Sun,2.3,4.3,4.3,3.3,0,0,0,0,0,0,0,0,2,23,0,0,,,,
59,56,Troy Williamson,24.153,9/30/2007,NFL,MIN,,GNB,L 16-23,4,4,Sun,2.3,4.3,4.3,3.3,0,0,0,0,0,0,0,0,2,23,0,0,,,,
60,57,Chris Chambers,29.049,9/30/2007,NFL,MIA,,OAK,L 17-35,4,4,Sun,2.1,4.1,4.1,3.1,0,0,0,0,0,0,0,0,2,21,0,0,,,,
61,58,Kevin Curtis,29.075,9/30/2007,NFL,PHI,@,NYG,L 3-16,4,4,Sun,2.1,4.1,4.1,3.1,0,0,0,0,0,0,0,0,2,21,0,0,,,,
62,59,Drew Bennett,29.035,9/30/2007,NFL,STL,@,DAL,L 7-35,4,4,Sun,2,4,4,3,0,0,0,0,0,0,0,0,2,20,0,0,,,,
63,60,Brandon Stokley,31.099,9/30/2007,NFL,DEN,@,IND,L 20-38,4,4,Sun,2,4,4,3,0,0,0,0,0,0,0,0,2,20,0,0,,,,
65,61,Arnaz Battle,27.22,9/30/2007,NFL,SFO,,SEA,L 3-23,4,4,Sun,1.9,4.9,4.9,3.4,0,0,0,0,0,0,0,0,3,19,0,0,,,,
66,62,Anthony Gonzalez,23.012,9/30/2007,NFL,IND,,DEN,W 38-20,4,4,Sun,1.9,2.9,2.9,2.4,0,0,0,0,0,0,0,0,1,19,0,0,,,,
67,63,Nate Washington,24.033,9/30/2007,NFL,PIT,@,ARI,L 14-21,4,4,Sun,1.8,3.8,3.8,2.8,0,0,0,0,0,0,0,0,2,18,0,0,,,,
68,64,Reggie Brown,26.26,9/30/2007,NFL,PHI,@,NYG,L 3-16,4,4,Sun,1.7,4.7,4.7,3.2,0,0,0,0,0,0,0,0,3,17,0,0,,,,
69,65,Drew Carter,26.025,9/30/2007,NFL,CAR,,TAM,L 7-20,4,4,Sun,1.6,3.6,3.6,2.6,0,0,0,0,0,0,0,0,2,16,0,0,,,,
70,66,Keary Colbert,25.132,9/30/2007,NFL,CAR,,TAM,L 7-20,4,4,Sun,1.6,3.6,3.6,2.6,0,0,0,0,0,0,0,0,2,16,0,0,,,,
71,67,Ronald Curry,28.125,9/30/2007,NFL,OAK,@,MIA,W 35-17,4,4,Sun,1.6,2.6,2.6,2.1,0,0,0,0,0,0,0,0,1,16,0,0,,,,
72,68,Taylor Jacobs,26.123,9/30/2007,NFL,SFO,,SEA,L 3-23,4,4,Sun,1.4,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,,,,
73,69,Peerless Price,30.338,9/30/2007,NFL,BUF,,NYJ,W 17-14,4,4,Sun,1.4,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,,,,
74,70,Michael Clayton,24.352,9/30/2007,NFL,TAM,@,CAR,W 20-7,4,4,Sun,1.3,2.3,2.3,1.8,0,0,0,0,0,0,0,0,1,13,0,0,,,,
75,71,Jason Avant,24.163,9/30/2007,NFL,PHI,@,NYG,L 3-16,4,4,Sun,1.2,2.2,2.2,1.7,0,0,0,0,0,0,0,0,1,12,0,0,,,,
76,72,Craig Davis,21.363,9/30/2007,NFL,SDG,,KAN,L 16-30,4,4,Sun,1.2,2.2,2.2,1.7,0,0,0,0,0,1,4,0,1,8,0,0,,,,
77,73,Nate Burleson,26.042,9/30/2007,NFL,SEA,@,SFO,W 23-3,4,4,Sun,1,3,3,2,0,0,0,0,0,0,0,0,2,10,0,0,,,,
4,3,Randy Moss*,30.23,10/1/2007,NFL,NWE,@,CIN,W 34-13,4,4,Mon,22.2,31.2,34.2,26.7,0,0,0,0,0,0,0,0,9,102,2,0,,,,
8,7,T.J. Houshmandzadeh,30.005,10/1/2007,NFL,CIN,,NWE,L 13-34,4,4,Mon,15.9,25.9,28.9,20.9,0,0,0,0,0,1,-1,0,10,100,1,0,,,,
39,37,Chad Johnson,29.265,10/1/2007,NFL,CIN,,NWE,L 13-34,4,4,Mon,5.3,8.3,8.3,6.8,0,0,0,0,0,0,0,0,3,53,0,0,,,,
45,42,Donte' Stallworth,26.325,10/1/2007,NFL,NWE,@,CIN,W 34-13,4,4,Mon,4.9,8.9,8.9,6.9,0,0,0,0,0,0,0,0,4,49,0,0,,,,
46,43,Wes Welker,26.153,10/1/2007,NFL,NWE,@,CIN,W 34-13,4,4,Mon,4.9,7.9,7.9,6.4,0,0,0,0,0,1,27,0,3,22,0,0,,,,
55,52,Antonio Chatman,28.231,10/1/2007,NFL,CIN,,NWE,L 13-34,4,4,Mon,2.8,5.8,5.8,4.3,0,0,0,0,0,0,0,0,3,28,0,0,,,,
2,1,Larry Fitzgerald,24.037,10/7/2007,NFL,ARI,@,STL,W 34-31,5,5,Sun,19.6,28.6,31.6,24.1,0,0,0,0,0,0,0,0,9,136,1,0,,,,
3,2,Plaxico Burress,30.056,10/7/2007,NFL,NYG,,NYJ,W 35-24,5,5,Sun,18.4,23.4,26.4,20.9,0,0,0,0,0,0,0,0,5,124,1,0,,,,
4,3,Torry Holt,31.124,10/7/2007,NFL,STL,,ARI,L 31-34,5,5,Sun,14.9,19.9,19.9,17.4,0,0,0,0,0,0,0,0,5,89,1,0,,,,
5,4,Vincent Jackson,24.266,10/7/2007,NFL,SDG,@,DEN,W 41-3,5,5,Sun,14.4,17.4,17.4,15.9,0,0,0,0,0,0,0,0,3,84,1,0,,,,
6,5,Greg Jennings,24.016,10/7/2007,NFL,GNB,,CHI,L 20-27,5,5,Sun,14.3,18.3,18.3,16.3,0,0,0,0,0,0,0,0,4,83,1,0,,,,
7,6,Donte' Stallworth,26.331,10/7/2007,NFL,NWE,,CLE,W 34-17,5,5,Sun,13.7,17.7,17.7,15.7,0,0,0,0,0,1,12,0,4,65,1,0,,,,
9,8,Dennis Northcutt,29.289,10/7/2007,NFL,JAX,@,KAN,W 17-7,4,5,Sun,13.3,17.3,17.3,15.3,0,0,0,0,0,0,0,0,4,73,1,0,,,,
10,9,Reggie Wayne,28.324,10/7/2007,NFL,IND,,TAM,W 33-14,5,5,Sun,12.6,19.6,19.6,16.1,0,0,0,0,0,1,4,0,7,62,1,0,,,,
11,10,Tim Carter,28.016,10/7/2007,NFL,CLE,@,NWE,L 17-34,5,5,Sun,11,14,14,12.5,0,0,0,0,0,0,0,0,3,50,1,0,,,,
12,11,Braylon Edwards,24.228,10/7/2007,NFL,CLE,@,NWE,L 17-34,5,5,Sun,11,17,20,14,0,0,0,0,0,0,0,0,6,110,0,0,,,,
13,12,Steve Smith,28.148,10/7/2007,NFL,CAR,@,NOR,W 16-13,5,5,Sun,10.7,14.7,14.7,12.7,0,0,0,0,0,0,0,0,4,47,1,0,,,,
14,13,Brad Smith,23.299,10/7/2007,NFL,NYJ,@,NYG,L 24-35,5,5,Sun,10.4,13.4,13.4,11.9,0,0,0,0,0,1,0,0,3,44,1,0,,,,
15,14,Devery Henderson,25.195,10/7/2007,NFL,NOR,,CAR,L 13-16,4,5,Sun,10.1,14.1,17.1,12.1,0,0,0,0,0,0,0,0,4,101,0,0,,,,
16,15,Antwaan Randle El,28.051,10/7/2007,NFL,WAS,,DET,W 34-3,4,5,Sun,10,17,20,13.5,0,0,0,0,0,0,0,0,7,100,0,0,,,,
17,16,Arnaz Battle,27.227,10/7/2007,NFL,SFO,,BAL,L 7-9,5,5,Sun,9.6,12.6,12.6,11.1,0,0,0,0,0,0,0,0,3,36,1,0,,,,
18,17,Drew Bennett,29.042,10/7/2007,NFL,STL,,ARI,L 31-34,5,5,Sun,9.2,11.2,11.2,10.2,0,0,0,0,0,0,0,0,2,32,1,0,,,,
19,18,Laveranues Coles,29.282,10/7/2007,NFL,NYJ,@,NYG,L 24-35,5,5,Sun,8.9,16.9,16.9,12.9,0,0,0,0,0,0,0,0,8,89,0,0,,,,
20,19,Samie Parker,26.196,10/7/2007,NFL,KAN,,JAX,L 7-17,5,5,Sun,8.8,10.8,10.8,9.8,0,0,0,0,0,0,0,0,2,28,1,0,,,,
21,20,Derrick Mason,33.263,10/7/2007,NFL,BAL,@,SFO,W 9-7,5,5,Sun,8.5,19.5,19.5,14,0,0,0,0,0,0,0,0,11,85,0,0,,,,
23,21,Bryant Johnson,26.214,10/7/2007,NFL,ARI,@,STL,W 34-31,5,5,Sun,8,14,14,11,0,0,0,0,0,0,0,0,6,80,0,0,,,,
24,22,Andre' Davis,28.117,10/7/2007,NFL,HOU,,MIA,W 22-19,5,5,Sun,7.9,11.9,11.9,9.9,0,0,0,0,0,0,0,0,4,79,0,0,,,,
25,23,Kevin Walter,26.064,10/7/2007,NFL,HOU,,MIA,W 22-19,5,5,Sun,7.6,12.6,12.6,10.1,0,0,0,0,0,1,9,0,5,67,0,0,,,,
26,24,Keary Colbert,25.139,10/7/2007,NFL,CAR,@,NOR,W 16-13,5,5,Sun,7.4,11.4,11.4,9.4,0,0,0,0,0,0,0,0,4,74,0,0,,,,
27,25,Brandon Marshall,23.198,10/7/2007,NFL,DEN,,SDG,L 3-41,5,5,Sun,7.2,14.2,14.2,10.7,0,0,0,0,0,0,0,0,7,72,0,0,,,,
28,26,Anthony Gonzalez,23.019,10/7/2007,NFL,IND,,TAM,W 33-14,5,5,Sun,7.1,14.1,14.1,10.6,0,0,0,0,0,0,0,0,7,71,0,0,,,,
29,27,Dwayne Bowe,23.016,10/7/2007,NFL,KAN,,JAX,L 7-17,5,5,Sun,7,11,11,9,0,0,0,0,0,0,0,0,4,70,0,0,,,,
30,28,Glenn Martinez,25.311,10/7/2007,NFL,DEN,,SDG,L 3-41,5,5,Sun,7,13,13,10,0,0,0,0,0,0,0,0,6,70,0,0,,,,
31,29,James Jones,23.19,10/7/2007,NFL,GNB,,CHI,L 20-27,5,5,Sun,6.1,11.1,11.1,8.6,0,0,0,0,0,0,0,0,5,61,0,0,,,,
32,30,Ike Hilliard,31.185,10/7/2007,NFL,TAM,@,IND,L 14-33,5,5,Sun,5.8,13.8,13.8,9.8,0,0,0,0,0,0,0,0,8,58,0,0,,,,
33,31,Roddy White,25.339,10/7/2007,NFL,ATL,@,TEN,L 13-20,5,5,Sun,5.3,8.3,8.3,6.8,0,0,0,0,0,1,-2,0,3,55,0,0,,,,
34,32,Donald Driver,32.247,10/7/2007,NFL,GNB,,CHI,L 20-27,5,5,Sun,5.1,9.1,9.1,7.1,0,0,0,0,0,0,0,0,4,51,0,0,,,,
35,33,Joey Galloway,35.321,10/7/2007,NFL,TAM,@,IND,L 14-33,5,5,Sun,5,9,9,7,0,0,0,0,0,0,0,0,4,50,0,0,,,,
36,34,Randy Moss*,30.236,10/7/2007,NFL,NWE,,CLE,W 34-17,5,5,Sun,4.6,7.6,7.6,6.1,0,0,0,0,0,0,0,0,3,46,0,0,,,,
37,35,Marty Booker,31.068,10/7/2007,NFL,MIA,@,HOU,L 19-22,5,5,Sun,4.5,9.5,9.5,7,0,0,0,0,0,0,0,0,5,45,0,0,,,,
38,36,Keenan McCardell,37.274,10/7/2007,NFL,WAS,,DET,W 34-3,4,5,Sun,3.9,5.9,5.9,4.9,0,0,0,0,0,0,0,0,2,39,0,0,,,,
39,37,Demetrius Williams,24.193,10/7/2007,NFL,BAL,@,SFO,W 9-7,5,5,Sun,3.9,7.9,7.9,5.9,0,0,0,0,0,0,0,0,4,39,0,0,,,,
40,38,Ben Obomanu,23.342,10/7/2007,NFL,SEA,@,PIT,L 0-21,5,5,Sun,3.8,5.8,5.8,4.8,0,0,0,0,0,0,0,0,2,38,0,0,,,,
41,39,Ted Ginn,22.178,10/7/2007,NFL,MIA,@,HOU,L 19-22,5,5,Sun,3.6,4.6,4.6,4.1,0,0,0,0,0,0,0,0,1,36,0,0,,,,
42,40,Brandon Jones,25.001,10/7/2007,NFL,TEN,,ATL,W 20-13,4,5,Sun,3.6,6.6,6.6,5.1,0,0,0,0,0,0,0,0,3,36,0,0,,,,
44,41,Roy Williams,25.291,10/7/2007,NFL,DET,@,WAS,L 3-34,5,5,Sun,3.6,6.6,6.6,5.1,0,0,0,0,0,0,0,0,3,36,0,0,,,,
46,43,Bryan Gilmore,29.078,10/7/2007,NFL,SFO,,BAL,L 7-9,5,5,Sun,3.4,4.4,4.4,3.9,0,0,0,0,0,1,-8,0,1,42,0,0,,,,
48,45,Lance Moore,24.037,10/7/2007,NFL,NOR,,CAR,L 13-16,4,5,Sun,3.2,6.2,6.2,4.7,0,0,0,0,0,0,0,0,3,32,0,0,,,,
49,46,Marques Colston,24.124,10/7/2007,NFL,NOR,,CAR,L 13-16,4,5,Sun,3.1,7.1,7.1,5.1,0,0,0,0,0,0,0,0,4,31,0,0,,,,
50,47,Jerricho Cotchery,25.113,10/7/2007,NFL,NYJ,@,NYG,L 24-35,5,5,Sun,3.1,7.1,7.1,5.1,0,0,0,0,0,0,0,0,4,31,0,0,,,,
51,48,Eric Moulds,34.082,10/7/2007,NFL,TEN,,ATL,W 20-13,4,5,Sun,3.1,7.1,7.1,5.1,0,0,0,0,0,0,0,0,4,31,0,0,,,,
52,49,Jerheme Urban,26.315,10/7/2007,NFL,ARI,@,STL,W 34-31,5,5,Sun,2.8,5.8,5.8,4.3,0,0,0,0,0,0,0,0,3,28,0,0,,,,
