Index,Rk,Player,Age,Date,League,Team,At,Opp,Result,GameNum,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,YrdPass,TDPass,IntPass,AttRush,YdsRush,TDRush,Rec,YdsRec,TDRec,Fmb,FGM,FGA,XPM,XPA
12,11,Amani Toomer,27.362,9/5/2002,NFL,NYG,,SFO,L 13-16,1,1,Thu,13.4,22.4,25.4,17.9,0,0,0,0,0,0,0,0,9,134,0,0,,,,
49,46,Ike Hilliard,26.153,9/5/2002,NFL,NYG,,SFO,L 13-16,1,1,Thu,6.5,11.5,11.5,9,0,0,0,0,0,0,0,0,5,65,0,0,,,,
57,54,Terrell Owens*,28.272,9/5/2002,NFL,SFO,@,NYG,W 16-13,1,1,Thu,5.1,9.1,9.1,7.1,0,0,0,0,0,1,10,0,4,41,0,0,,,,
62,59,Ron Dixon,26.1,9/5/2002,NFL,NYG,,SFO,L 13-16,1,1,Thu,4,7,7,5.5,0,0,0,0,0,0,0,0,3,40,0,0,,,,
67,63,J.J. Stokes,29.334,9/5/2002,NFL,SFO,@,NYG,W 16-13,1,1,Thu,3.7,6.7,6.7,5.2,0,0,0,0,0,0,0,0,3,37,0,0,,,,
2,1,Quincy Morgan,24.35,9/8/2002,NFL,CLE,,KAN,L 39-40,1,1,Sun,27.1,36.1,39.1,31.6,0,0,0,0,0,0,0,0,9,151,2,0,,,,
3,2,Marty Booker,26.039,9/8/2002,NFL,CHI,,MIN,W 27-23,1,1,Sun,25.8,33.8,36.8,29.8,0,0,0,0,0,0,0,0,8,198,1,0,,,,
4,3,Qadry Ismail,31.304,9/8/2002,NFL,IND,@,JAX,W 28-25,1,1,Sun,20.4,26.4,26.4,23.4,0,0,0,0,0,0,0,0,6,84,2,0,,,,
5,4,David Boston,24.02,9/8/2002,NFL,ARI,@,WAS,L 23-31,1,1,Sun,19.8,26.8,29.8,23.3,0,0,0,0,0,0,0,0,7,138,1,0,,,,
6,5,Rod Gardner,24.317,9/8/2002,NFL,WAS,,ARI,W 31-23,1,1,Sun,19.1,26.1,29.1,22.6,0,0,0,0,0,0,0,0,7,131,1,0,,,,
7,6,Eric Moulds,29.053,9/8/2002,NFL,BUF,,NYJ,L 31-37,1,1,Sun,17.2,25.2,28.2,21.2,0,0,0,0,0,0,0,0,8,112,1,0,,,,
8,7,Corey Bradford,26.274,9/8/2002,NFL,HOU,,DAL,W 19-10,1,1,Sun,15.9,19.9,19.9,17.9,0,0,0,0,0,0,0,0,4,99,1,0,,,,
10,9,Kevin Johnson,26.055,9/8/2002,NFL,CLE,,KAN,L 39-40,1,1,Sun,14.92,22.9,22.9,18.9,1,1,33,1,0,0,0,0,8,96,0,0,,,,
13,12,Javon Walker,23.329,9/8/2002,NFL,GNB,,ATL,W 37-34,1,1,Sun,12.7,16.7,16.7,14.7,0,0,0,0,0,1,11,0,4,56,1,0,,,,
14,13,Keenan McCardell,32.245,9/8/2002,NFL,TAM,,NOR,L 20-26,1,1,Sun,12.3,18.3,18.3,15.3,0,0,0,0,0,0,0,0,6,63,1,0,,,,
15,14,Donte' Stallworth,21.302,9/8/2002,NFL,NOR,@,TAM,W 26-20,1,1,Sun,12.3,16.3,16.3,14.3,0,0,0,0,0,0,0,0,4,63,1,0,,,,
16,15,Curtis Conway,31.238,9/8/2002,NFL,SDG,@,CIN,W 34-6,1,1,Sun,12.1,17.1,17.1,14.6,0,0,0,0,0,1,22,0,5,39,1,0,,,,
17,16,Wayne Chrebet,29.025,9/8/2002,NFL,NYJ,@,BUF,W 37-31,1,1,Sun,11.8,16.8,16.8,14.3,0,0,0,0,0,0,0,0,5,58,1,0,,,,
18,17,Randy Moss*,25.207,9/8/2002,NFL,MIN,@,CHI,L 23-27,1,1,Sun,11.8,17.8,17.8,14.8,0,0,0,0,0,0,0,0,6,58,1,0,,,,
19,18,Derrius Thompson,25.065,9/8/2002,NFL,WAS,,ARI,W 31-23,1,1,Sun,11.8,15.8,15.8,13.8,0,0,0,0,0,1,13,0,4,45,1,0,,,,
21,20,Ed McCaffrey,34.022,9/8/2002,NFL,DEN,,STL,W 23-16,1,1,Sun,11,13,13,12,0,0,0,0,0,0,0,0,2,50,1,0,,,,
23,21,Derrick Mason,28.234,9/8/2002,NFL,TEN,,PHI,W 27-24,1,1,Sun,10.9,17.9,20.9,14.4,0,0,0,0,0,0,0,0,7,109,0,0,,,,
24,22,Joe Horn,30.235,9/8/2002,NFL,NOR,@,TAM,W 26-20,1,1,Sun,10.8,18.8,21.8,14.8,0,0,0,0,0,0,0,0,8,108,0,0,,,,
25,23,Rod Smith,32.116,9/8/2002,NFL,DEN,,STL,W 23-16,1,1,Sun,10.7,15.7,15.7,13.2,0,0,0,0,0,0,0,0,5,47,1,0,,,,
26,24,Tim Brown*,36.048,9/8/2002,NFL,OAK,,SEA,W 31-17,1,1,Sun,10.6,14.6,14.6,12.6,0,0,0,0,0,0,0,0,4,46,1,0,,,,
27,25,Jimmy Smith,33.211,9/8/2002,NFL,JAX,,IND,L 25-28,1,1,Sun,10.4,18.4,21.4,14.4,0,0,0,0,0,0,0,0,8,104,0,0,,,,
28,26,Dennis Northcutt,24.26,9/8/2002,NFL,CLE,,KAN,L 39-40,1,1,Sun,10.3,11.3,11.3,10.8,0,0,0,0,0,0,0,0,1,43,1,0,,,,
30,28,Az-Zahir Hakim,25.097,9/8/2002,NFL,DET,@,MIA,L 21-49,1,1,Sun,9.7,18.7,18.7,14.2,0,0,0,0,0,0,0,0,9,97,0,0,,,,
31,29,Joe Jurevicius,27.259,9/8/2002,NFL,TAM,,NOR,L 20-26,1,1,Sun,9.7,13.7,13.7,11.7,0,0,0,0,0,0,0,0,4,37,1,0,,,,
32,30,Brandon Stokley,26.077,9/8/2002,NFL,BAL,@,CAR,L 7-10,1,1,Sun,9.7,15.7,15.7,12.7,0,0,0,0,0,1,14,0,6,83,0,0,,,,
33,31,Chris Chambers,24.027,9/8/2002,NFL,MIA,,DET,W 49-21,1,1,Sun,9.6,12.6,12.6,11.1,0,0,0,0,0,0,0,0,3,36,1,0,,,,
34,32,Marvin Harrison*,30.014,9/8/2002,NFL,IND,@,JAX,W 28-25,1,1,Sun,9.4,13.4,13.4,11.4,0,0,0,0,0,0,0,0,4,34,1,0,,,,
35,33,Kevin Lockett,28,9/8/2002,NFL,WAS,,ARI,W 31-23,1,1,Sun,9.4,12.4,12.4,10.9,0,0,0,0,0,0,0,0,3,34,1,0,,,,
36,34,James Thrash,27.133,9/8/2002,NFL,PHI,@,TEN,L 24-27,1,1,Sun,9.2,11.2,11.2,10.2,0,0,0,0,0,0,0,0,2,32,1,0,,,,
37,35,Torry Holt,26.095,9/8/2002,NFL,STL,@,DEN,L 16-23,1,1,Sun,9.1,14.1,14.1,11.6,0,0,0,0,0,0,0,0,5,91,0,0,,,,
38,36,Joey Galloway,30.292,9/8/2002,NFL,DAL,@,HOU,L 10-19,1,1,Sun,9,15,15,12,0,0,0,0,0,1,21,0,6,69,0,0,,,,
39,37,Ron Johnson,22.108,9/8/2002,NFL,BAL,@,CAR,L 7-10,1,1,Sun,8.2,10.2,10.2,9.2,0,0,0,0,0,0,0,0,2,22,1,0,,,,
40,38,Donald Driver,27.218,9/8/2002,NFL,GNB,,ATL,W 37-34,1,1,Sun,7.8,14.8,14.8,11.3,0,0,0,0,0,0,0,0,7,78,0,0,,,,
41,39,Patrick Johnson,26.029,9/8/2002,NFL,JAX,,IND,L 25-28,1,1,Sun,7.8,8.8,8.8,8.3,0,0,0,0,0,0,0,0,1,18,1,0,,,,
42,40,Keyshawn Johnson,30.048,9/8/2002,NFL,TAM,,NOR,L 20-26,1,1,Sun,7.6,12.6,12.6,10.1,0,0,0,0,0,0,0,0,5,76,0,0,,,,
44,41,Willie Jackson,31.023,9/8/2002,NFL,ATL,@,GNB,L 34-37,1,1,Sun,7.3,11.3,11.3,9.3,0,0,0,0,0,0,0,0,4,73,0,0,,,,
45,42,Peerless Price,25.316,9/8/2002,NFL,BUF,,NYJ,L 31-37,1,1,Sun,7.3,14.3,14.3,10.8,0,0,0,0,0,1,-7,0,7,80,0,0,,,,
47,44,David Terrell,23.179,9/8/2002,NFL,CHI,,MIN,W 27-23,1,1,Sun,6.9,7.9,7.9,7.4,0,0,0,0,0,0,0,0,1,9,1,0,,,,
48,45,Tim Dwight,27.057,9/8/2002,NFL,SDG,@,CIN,W 34-6,1,1,Sun,6.5,9.5,9.5,8,0,0,0,0,0,1,20,0,3,45,0,0,,,,
50,47,Justin McCareins,23.281,9/8/2002,NFL,TEN,,PHI,W 27-24,1,1,Sun,6.2,7.2,7.2,6.7,0,0,0,0,0,0,0,0,1,2,1,0,,,,
51,48,Isaac Bruce,29.302,9/8/2002,NFL,STL,@,DEN,L 16-23,1,1,Sun,6,11,11,8.5,0,0,0,0,0,0,0,0,5,60,0,0,,,,
52,49,Terry Glenn,28.047,9/8/2002,NFL,GNB,,ATL,W 37-34,1,1,Sun,6,8,8,7,0,0,0,0,0,0,0,0,2,60,0,0,,,,
53,50,Danny Farmer,25.11,9/8/2002,NFL,CIN,,SDG,L 6-34,1,1,Sun,5.4,7.4,7.4,6.4,0,0,0,0,0,0,0,0,2,54,0,0,,,,
54,51,Antonio Freeman,30.104,9/8/2002,NFL,PHI,@,TEN,L 24-27,1,1,Sun,5.4,8.4,8.4,6.9,0,0,0,0,0,0,0,0,3,54,0,0,,,,
55,52,Muhsin Muhammad,29.126,9/8/2002,NFL,CAR,,BAL,W 10-7,1,1,Sun,5.4,7.4,7.4,6.4,0,0,0,0,0,1,17,0,2,37,0,0,,,,
56,53,Travis Taylor,23.162,9/8/2002,NFL,BAL,@,CAR,L 7-10,1,1,Sun,5.3,7.3,7.3,6.3,0,0,0,0,0,0,0,0,2,53,0,0,,,,
58,55,D'Wayne Bates,26.278,9/8/2002,NFL,MIN,@,CHI,L 23-27,1,1,Sun,5,7,7,6,0,0,0,0,0,0,0,0,2,50,0,0,,,,
59,56,Bobby Shaw,27.138,9/8/2002,NFL,JAX,,IND,L 25-28,1,1,Sun,4.8,9.8,9.8,7.3,0,0,0,0,0,0,0,0,5,48,0,0,,,,
60,57,Antonio Bryant,21.183,9/8/2002,NFL,DAL,@,HOU,L 10-19,1,1,Sun,4.7,8.7,8.7,6.7,0,0,0,0,0,0,0,0,4,47,0,0,,,,
61,58,Dez White,23.016,9/8/2002,NFL,CHI,,MIN,W 27-23,1,1,Sun,4.6,8.6,8.6,6.6,0,0,0,0,0,0,0,0,4,46,0,0,,,,
63,60,Koren Robinson,22.173,9/8/2002,NFL,SEA,@,OAK,L 17-31,1,1,Sun,3.9,8.9,8.9,6.4,0,0,0,0,0,0,0,0,5,39,0,0,,,,
65,61,Steve Smith,23.119,9/8/2002,NFL,CAR,,BAL,W 10-7,1,1,Sun,3.8,7.8,7.8,5.8,0,0,0,0,0,0,0,0,4,38,0,0,,,,
66,62,Todd Pinkston,25.138,9/8/2002,NFL,PHI,@,TEN,L 24-27,1,1,Sun,3.7,6.7,6.7,5.2,0,0,0,0,0,0,0,0,3,37,0,0,,,,
68,64,Peter Warrick,25.081,9/8/2002,NFL,CIN,,SDG,L 6-34,1,1,Sun,3.5,7.5,7.5,5.5,0,0,0,0,0,0,0,0,4,35,0,0,,,,
69,65,Reggie Wayne,23.295,9/8/2002,NFL,IND,@,JAX,W 28-25,1,1,Sun,3.5,5.5,5.5,4.5,0,0,0,0,0,0,0,0,2,35,0,0,,,,
70,66,Josh Reed,22.13,9/8/2002,NFL,BUF,,NYJ,L 31-37,1,1,Sun,3.3,6.3,6.3,4.8,0,0,0,0,0,0,0,0,3,33,0,0,,,,
71,67,Laveranues Coles,24.253,9/8/2002,NFL,NYJ,@,BUF,W 37-31,1,1,Sun,3.2,7.2,7.2,5.2,0,0,0,0,0,0,0,0,4,32,0,0,,,,
72,68,Santana Moss,23.099,9/8/2002,NFL,NYJ,@,BUF,W 37-31,1,1,Sun,2.9,3.9,3.9,3.4,0,0,0,0,0,1,12,0,1,17,0,0,,,,
73,69,Shawn Jefferson,33.198,9/8/2002,NFL,ATL,@,GNB,L 34-37,1,1,Sun,2.8,3.8,3.8,3.3,0,0,0,0,0,0,0,0,1,28,0,0,,,,
74,70,T.J. Houshmandzadeh,24.347,9/8/2002,NFL,CIN,,SDG,L 6-34,1,1,Sun,2.7,4.7,4.7,3.7,0,0,0,0,0,0,0,0,2,27,0,0,,,,
75,71,Bobby Engram,29.244,9/8/2002,NFL,SEA,@,OAK,L 17-31,1,1,Sun,2.5,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,,,,
76,72,Jerry Rice*,39.33,9/8/2002,NFL,OAK,,SEA,W 31-17,1,1,Sun,2.5,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,,,,
77,73,Ron Dugans,25.134,9/8/2002,NFL,CIN,,SDG,L 6-34,1,1,Sun,2.3,4.3,4.3,3.3,0,0,0,0,0,0,0,0,2,23,0,0,,,,
79,75,Jerry Porter,24.056,9/8/2002,NFL,OAK,,SEA,W 31-17,1,1,Sun,2.2,3.2,3.2,2.7,0,0,0,0,0,1,4,0,1,18,0,0,,,,
80,76,Brian Finneran,26.22,9/8/2002,NFL,ATL,@,GNB,L 34-37,1,1,Sun,2,4,4,3,0,0,0,0,0,0,0,0,2,20,0,0,,,,
81,77,Michael Westbrook,30.063,9/8/2002,NFL,CIN,,SDG,L 6-34,1,1,Sun,2,4,4,3,0,0,0,0,0,0,0,0,2,20,0,0,,,,
82,78,Oronde Gadsden,31.019,9/8/2002,NFL,MIA,,DET,W 49-21,1,1,Sun,1.8,3.8,3.8,2.8,0,0,0,0,0,0,0,0,2,18,0,0,,,,
83,79,MarTay Jenkins,27.192,9/8/2002,NFL,ARI,@,WAS,L 23-31,1,1,Sun,1.8,2.8,2.8,2.3,0,0,0,0,0,0,0,0,1,18,0,0,,,,
84,80,Jerome Pathon,26.266,9/8/2002,NFL,NOR,@,TAM,W 26-20,1,1,Sun,1.5,3.5,3.5,2.5,0,0,0,0,0,0,0,0,2,15,0,0,,,,
86,81,Ricky Proehl,34.185,9/8/2002,NFL,STL,@,DEN,L 16-23,1,1,Sun,1.5,3.5,3.5,2.5,0,0,0,0,0,0,0,0,2,15,0,0,,,,
87,82,Drew Bennett,24.013,9/8/2002,NFL,TEN,,PHI,W 27-24,1,1,Sun,1.3,3.3,3.3,2.3,0,0,0,0,0,0,0,0,2,13,0,0,,,,
88,83,Chris Doering,29.112,9/8/2002,NFL,WAS,,ARI,W 31-23,1,1,Sun,1.3,2.3,2.3,1.8,0,0,0,0,0,0,0,0,1,13,0,0,,,,
89,84,Jermaine Lewis,27.327,9/8/2002,NFL,HOU,,DAL,W 19-10,1,1,Sun,1.3,2.3,2.3,1.8,0,0,0,0,0,1,5,0,1,8,0,0,,,,
90,85,Jake Reed,34.345,9/8/2002,NFL,NOR,@,TAM,W 26-20,1,1,Sun,1.2,2.2,2.2,1.7,0,0,0,0,0,0,0,0,1,12,0,0,,,,
91,86,Derrick Alexander,30.306,9/8/2002,NFL,MIN,@,CHI,L 23-27,1,1,Sun,1.1,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,
93,88,Marcus Robinson,27.193,9/8/2002,NFL,CHI,,MIN,W 27-23,1,1,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
9,8,Hines Ward,26.185,9/9/2002,NFL,PIT,@,NWE,L 14-30,1,1,Mon,15,23,23,19,0,0,0,0,0,0,0,0,8,90,1,0,,,,
11,10,Deion Branch,23.053,9/9/2002,NFL,NWE,,PIT,W 30-14,1,1,Mon,14.3,20.3,20.3,17.3,0,0,0,0,0,0,0,0,6,83,1,0,,,,
20,19,Donald Hayes,27.058,9/9/2002,NFL,NWE,,PIT,W 30-14,1,1,Mon,11.4,14.4,14.4,12.9,0,0,0,0,0,0,0,0,3,54,1,0,,,,
29,27,Antwaan Randle El,23.023,9/9/2002,NFL,PIT,@,NWE,L 14-30,1,1,Mon,9.8,15.8,15.8,12.8,1,1,5,0,0,1,9,0,6,87,0,0,,,,
46,43,David Patten,28.021,9/9/2002,NFL,NWE,,PIT,W 30-14,1,1,Mon,7,11,11,9,0,0,0,0,0,0,0,0,4,70,0,0,,,,
78,74,Troy Brown,31.069,9/9/2002,NFL,NWE,,PIT,W 30-14,1,1,Mon,2.2,8.2,8.2,5.2,0,0,0,0,0,0,0,0,6,22,0,0,,,,
92,87,Plaxico Burress,25.028,9/9/2002,NFL,PIT,@,NWE,L 14-30,1,1,Mon,1.1,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,
2,1,Peerless Price,25.323,9/15/2002,NFL,BUF,@,MIN,W 45-39,2,2,Sun,30.5,43.5,46.5,37,0,0,0,0,0,0,0,0,13,185,2,0,,,,
3,2,Curtis Conway,31.245,9/15/2002,NFL,SDG,,HOU,W 24-3,2,2,Sun,23.6,28.6,31.6,26.1,0,0,0,0,0,1,3,1,5,113,1,0,,,,
4,3,Hines Ward,26.191,9/15/2002,NFL,PIT,,OAK,L 17-30,2,2,Sun,21.1,28.1,28.1,24.6,0,0,0,0,0,1,-1,0,7,92,2,0,,,,
5,4,Marvin Harrison*,30.021,9/15/2002,NFL,IND,,MIA,L 13-21,2,2,Sun,20.4,31.4,34.4,25.9,0,0,0,0,0,0,0,0,11,144,1,0,,,,
6,5,Randy Moss*,25.214,9/15/2002,NFL,MIN,,BUF,L 39-45,2,2,Sun,17.6,28.6,31.6,23.1,0,1,0,0,0,1,5,0,11,111,1,0,,,,
7,6,Darrell Jackson,23.283,9/15/2002,NFL,SEA,,ARI,L 13-24,2,2,Sun,17.4,27.4,30.4,22.4,0,0,0,0,0,0,0,0,10,174,0,0,,,,
8,7,Josh Reed,22.137,9/15/2002,NFL,BUF,@,MIN,W 45-39,2,2,Sun,17,25,28,21,0,0,0,0,0,0,0,0,8,110,1,0,,,,
9,8,Muhsin Muhammad,29.133,9/15/2002,NFL,CAR,,DET,W 31-7,2,2,Sun,16.7,24.7,27.7,20.7,0,0,0,0,0,0,0,0,8,107,1,0,,,,
11,10,Joey Galloway,30.299,9/15/2002,NFL,DAL,,TEN,W 21-13,2,2,Sun,14.8,19.8,19.8,17.3,0,0,0,0,0,0,0,0,5,88,1,0,,,,
12,11,Patrick Johnson,26.036,9/15/2002,NFL,JAX,@,KAN,W 23-16,2,2,Sun,14.8,18.8,18.8,16.8,0,0,0,0,0,1,-9,0,4,97,1,0,,,,
13,12,Jimmy Smith,33.218,9/15/2002,NFL,JAX,@,KAN,W 23-16,2,2,Sun,14.3,19.3,19.3,16.8,0,0,0,0,0,0,0,0,5,83,1,0,,,,
14,13,Terry Glenn,28.054,9/15/2002,NFL,GNB,@,NOR,L 20-35,2,2,Sun,14.1,23.1,23.1,18.6,0,0,0,0,0,0,0,0,9,81,1,0,,,,
15,14,D'Wayne Bates,26.285,9/15/2002,NFL,MIN,,BUF,L 39-45,2,2,Sun,12.8,15.8,15.8,14.3,0,0,0,0,0,0,0,0,3,68,1,0,,,,
16,15,Deion Branch,23.059,9/15/2002,NFL,NWE,@,NYJ,W 44-7,2,2,Sun,12.5,15.5,15.5,14,0,0,0,0,0,0,0,0,3,65,1,0,,,,
17,16,Jerry Porter,24.063,9/15/2002,NFL,OAK,@,PIT,W 30-17,2,2,Sun,12.2,18.2,18.2,15.2,0,0,0,0,0,0,0,0,6,62,1,0,,,,
18,17,Joe Horn,30.242,9/15/2002,NFL,NOR,,GNB,W 35-20,2,2,Sun,12,18,21,15,0,0,0,0,0,0,0,0,6,120,0,0,,,,
19,18,Donte' Stallworth,21.309,9/15/2002,NFL,NOR,,GNB,W 35-20,2,2,Sun,11.9,15.9,15.9,13.9,0,0,0,0,0,0,0,0,4,59,1,0,,,,
20,19,Chad Johnson,24.249,9/15/2002,NFL,CIN,@,CLE,L 7-20,2,2,Sun,11.8,15.8,15.8,13.8,0,0,0,0,0,0,0,0,4,58,1,0,,,,
21,20,Derrick Mason,28.241,9/15/2002,NFL,TEN,@,DAL,L 13-21,2,2,Sun,11.8,18.8,21.8,15.3,0,0,0,0,0,0,0,0,7,118,0,0,,,,
23,21,Donald Driver,27.225,9/15/2002,NFL,GNB,@,NOR,L 20-35,2,2,Sun,11.1,15.1,15.1,13.1,0,0,0,0,0,0,0,0,4,51,1,0,,,,
24,22,Kevin Johnson,26.062,9/15/2002,NFL,CLE,,CIN,W 20-7,2,2,Sun,11,15,15,13,0,0,0,0,0,0,0,0,4,50,1,0,,,,
25,23,Terrell Owens*,28.282,9/15/2002,NFL,SFO,,DEN,L 14-24,2,2,Sun,9.8,14.8,14.8,12.3,0,0,0,0,0,0,0,0,5,38,1,0,,,,
26,24,Ike Hilliard,26.163,9/15/2002,NFL,NYG,@,STL,W 26-21,2,2,Sun,9.7,13.7,13.7,11.7,0,0,0,0,0,0,0,0,4,97,0,0,,,,
27,25,Troy Brown,31.075,9/15/2002,NFL,NWE,@,NYJ,W 44-7,2,2,Sun,9.4,18.4,18.4,13.9,0,0,0,0,0,0,0,0,9,94,0,0,,,,
28,26,Jerry Rice*,39.337,9/15/2002,NFL,OAK,@,PIT,W 30-17,2,2,Sun,9.4,20.4,20.4,14.9,0,0,0,0,0,0,0,0,11,94,0,0,,,,
29,27,Amani Toomer,28.007,9/15/2002,NFL,NYG,@,STL,W 26-21,2,2,Sun,9.4,13.4,13.4,11.4,0,0,0,0,0,1,2,0,4,92,0,0,,,,
30,28,Anthony Becht,25.038,9/15/2002,NFL,NYJ,,NWE,L 7-44,2,2,Sun,9.3,13.3,13.3,11.3,0,0,0,0,0,0,0,0,4,33,1,0,,,,
31,29,Ricky Proehl,34.192,9/15/2002,NFL,STL,,NYG,L 21-26,2,2,Sun,9.1,11.1,11.1,10.1,0,0,0,0,0,0,0,0,2,31,1,0,,,,
32,30,Torry Holt,26.102,9/15/2002,NFL,STL,,NYG,L 21-26,2,2,Sun,8.8,14.8,14.8,11.8,0,0,0,0,0,0,0,0,6,88,0,0,,,,
33,31,Koren Robinson,22.18,9/15/2002,NFL,SEA,,ARI,L 13-24,2,2,Sun,8.8,13.8,13.8,11.3,0,0,0,0,0,1,6,0,5,82,0,0,,,,
34,32,Antonio Bryant,21.19,9/15/2002,NFL,DAL,,TEN,W 21-13,2,2,Sun,8.7,11.7,11.7,10.2,0,0,0,0,0,0,0,0,3,87,0,0,,,,
35,33,MarTay Jenkins,27.199,9/15/2002,NFL,ARI,@,SEA,W 24-13,2,2,Sun,8.7,9.7,9.7,9.2,0,0,0,0,0,1,10,0,1,17,0,0,,,,
36,34,Eric Moulds,29.06,9/15/2002,NFL,BUF,@,MIN,W 45-39,2,2,Sun,8.6,16.6,16.6,12.6,0,0,0,0,0,0,0,0,8,86,0,0,,,,
37,35,Derrick Alexander,30.313,9/15/2002,NFL,MIN,,BUF,L 39-45,2,2,Sun,8.5,11.5,11.5,10,0,0,0,0,0,0,0,0,3,25,1,0,,,,
38,36,Isaac Bruce,29.309,9/15/2002,NFL,STL,,NYG,L 21-26,2,2,Sun,7.9,15.9,15.9,11.9,0,0,0,0,0,0,0,0,8,79,0,0,,,,
39,37,Brian Finneran,26.227,9/15/2002,NFL,ATL,,CHI,L 13-14,2,2,Sun,7.6,13.6,13.6,10.6,0,0,0,0,0,0,0,0,6,76,0,0,,,,
40,38,David Terrell,23.186,9/15/2002,NFL,CHI,@,ATL,W 14-13,2,2,Sun,7.4,8.4,8.4,7.9,0,0,0,0,0,0,0,0,1,14,1,0,,,,
41,39,Jerome Pathon,26.273,9/15/2002,NFL,NOR,,GNB,W 35-20,2,2,Sun,7.2,9.2,9.2,8.2,0,0,0,0,0,0,0,0,2,12,1,0,,,,
42,40,Scottie Montgomery,24.112,9/15/2002,NFL,DEN,@,SFO,W 24-14,2,2,Sun,7.1,8.1,8.1,7.6,0,0,0,0,0,0,0,0,1,11,1,0,,,,
44,41,Steve Smith,23.126,9/15/2002,NFL,CAR,,DET,W 31-7,2,2,Sun,6.7,10.7,10.7,8.7,0,0,0,0,0,1,-4,0,4,71,0,0,,,,
45,42,David Patten,28.027,9/15/2002,NFL,NWE,@,NYJ,W 44-7,2,2,Sun,6.5,10.5,10.5,8.5,0,0,0,0,0,0,0,0,4,65,0,0,,,,
46,43,Tim Brown*,36.055,9/15/2002,NFL,OAK,@,PIT,W 30-17,2,2,Sun,6.4,13.4,13.4,9.9,0,0,0,0,0,0,0,0,7,64,0,0,,,,
47,44,Frank Sanders,29.21,9/15/2002,NFL,ARI,@,SEA,W 24-13,2,2,Sun,6.4,7.4,7.4,6.9,0,0,0,0,0,0,0,0,1,4,1,0,,,,
49,46,T.J. Houshmandzadeh,24.354,9/15/2002,NFL,CIN,@,CLE,L 7-20,2,2,Sun,5.8,10.8,10.8,8.3,0,0,0,0,0,0,0,0,5,58,0,0,,,,
50,47,Chris Chambers,24.034,9/15/2002,NFL,MIA,@,IND,W 21-13,2,2,Sun,5.7,9.7,9.7,7.7,0,0,0,0,0,0,0,0,4,57,0,0,,,,
51,48,Brandon Stokley,26.084,9/15/2002,NFL,BAL,,TAM,L 0-25,2,2,Sun,5.7,9.7,9.7,7.7,0,0,0,0,0,0,0,0,4,57,0,0,,,,
52,49,Marc Boerigter,24.134,9/15/2002,NFL,KAN,,JAX,L 16-23,2,2,Sun,5.1,6.1,6.1,5.6,0,0,0,0,0,0,0,0,1,51,0,0,,,,
53,50,David Boston,24.027,9/15/2002,NFL,ARI,@,SEA,W 24-13,2,2,Sun,4.9,8.9,8.9,6.9,0,0,0,0,0,0,0,0,4,49,0,0,,,,
54,51,Marty Booker,26.046,9/15/2002,NFL,CHI,@,ATL,W 14-13,2,2,Sun,4.8,9.8,9.8,7.3,0,0,0,0,0,0,0,0,5,48,0,0,,,,
55,52,Keyshawn Johnson,30.055,9/15/2002,NFL,TAM,@,BAL,W 25-0,2,2,Sun,4.7,7.7,7.7,6.2,0,0,0,0,0,0,0,0,3,47,0,0,,,,
56,53,Kevin Dyson,27.084,9/15/2002,NFL,TEN,@,DAL,L 13-21,2,2,Sun,4.3,8.3,8.3,6.3,0,0,0,0,0,0,0,0,4,43,0,0,,,,
57,54,Eddie Kennison,29.238,9/15/2002,NFL,KAN,,JAX,L 16-23,2,2,Sun,4.2,6.2,6.2,5.2,0,0,0,0,0,1,12,0,2,30,0,0,,,,
58,55,Quincy Morgan,24.357,9/15/2002,NFL,CLE,,CIN,W 20-7,2,2,Sun,4.2,6.2,6.2,5.2,0,0,0,0,0,0,0,0,2,42,0,0,,,,
59,56,Terance Mathis,35.1,9/15/2002,NFL,PIT,,OAK,L 17-30,2,2,Sun,3.8,6.8,6.8,5.3,0,0,0,0,0,0,0,0,3,38,0,0,,,,
60,57,Keenan McCardell,32.252,9/15/2002,NFL,TAM,@,BAL,W 25-0,2,2,Sun,3.8,7.8,7.8,5.8,0,0,0,0,0,0,0,0,4,38,0,0,,,,
61,58,Jabar Gaffney,21.288,9/15/2002,NFL,HOU,@,SDG,L 3-24,2,2,Sun,3.7,5.7,5.7,4.7,0,0,0,0,0,0,0,0,2,37,0,0,,,,
62,59,Ken-Yon Rambo,23.346,9/15/2002,NFL,DAL,,TEN,W 21-13,2,2,Sun,3.7,6.7,6.7,5.2,0,0,0,0,0,0,0,0,3,37,0,0,,,,
66,62,Wayne Chrebet,29.032,9/15/2002,NFL,NYJ,,NWE,L 7-44,2,2,Sun,3.3,4.3,4.3,3.8,0,0,0,0,0,0,0,0,1,33,0,0,,,,
67,63,Ed McCaffrey,34.029,9/15/2002,NFL,DEN,@,SFO,W 24-14,2,2,Sun,3.3,5.3,5.3,4.3,0,0,0,0,0,2,22,0,2,11,0,0,,,,
