,Date,Favorite,Spread,Underdog,Total,Away Money Line,Home Money Line
13,2007-12-23 00:00:00,at Cardinals,-10.5,Falcons,44.0,,
14,2007-12-23 00:00:00,Giants,-2.5,at Bills,32.0,,
15,2007-12-24 00:00:00,at Chargers,-9.0,Broncos,47.0,,
0,2007-12-29 00:00:00,Patriots,-13.0,at Giants,46.5,,
1,2007-12-30 00:00:00,at Jets,-5.0,Chiefs,34.5,,
2,2007-12-30 00:00:00,Chargers,-8.5,at Raiders,41.0,,
3,2007-12-30 00:00:00,at Eagles,-8.0,Bills,38.5,,
4,2007-12-30 00:00:00,Panthers,-3.0,at Buccaneers,35.5,,
5,2007-12-30 00:00:00,at Redskins,-9.0,Cowboys,38.5,,
6,2007-12-30 00:00:00,at Cardinals,-6.0,Rams,49.0,,
7,2007-12-30 00:00:00,Seahawks,-1.5,at Falcons,38.5,,
8,2007-12-30 00:00:00,Steelers,-3.0,at Ravens,34.5,,
9,2007-12-30 00:00:00,Saints,-1.0,at Bears,41.5,,
10,2007-12-30 00:00:00,at Browns,-11.5,49ers,40.5,,
11,2007-12-30 00:00:00,Vikings,-3.0,at Broncos,41.5,,
12,2007-12-30 00:00:00,at Packers,-4.5,Lions,38.5,,
13,2007-12-30 00:00:00,at Texans,-6.5,Jaguars,41.5,,
14,2007-12-30 00:00:00,Titans,-4.5,at Colts,39.5,,
15,2007-12-30 00:00:00,Bengals,-2.5,at Dolphins,45.0,,
0,2008-09-04 00:00:00,at Giants,-4.5,Redskins,40.0,,
1,2008-09-07 00:00:00,at Eagles,-7.0,Rams,44.0,,
2,2008-09-07 00:00:00,at Steelers,-7.0,Texans,43.5,,
3,2008-09-07 00:00:00,Cardinals,-2.5,at 49ers,41.5,,
4,2008-09-07 00:00:00,Jaguars,-3.0,at Titans,37.0,,
5,2008-09-07 00:00:00,Lions,-1.0,at Falcons,43.0,,
6,2008-09-07 00:00:00,at Ravens,-0.0,Bengals,41.0,,
7,2008-09-07 00:00:00,at Bills,-0.0,Seahawks,39.5,,
8,2008-09-07 00:00:00,Cowboys,-3.0,at Browns,48.5,,
9,2008-09-07 00:00:00,at Colts,-9.5,Bears,44.5,,
10,2008-09-07 00:00:00,at Chargers,-10.0,Panthers,43.0,,
11,2008-09-07 00:00:00,Jets,-3.0,at Dolphins,36.0,,
12,2008-09-07 00:00:00,at Patriots,-16.0,Chiefs,48.0,,
13,2008-09-07 00:00:00,at Saints,-3.0,Buccaneers,43.0,,
14,2008-09-08 00:00:00,at Packers,-3.0,Vikings,38.5,,
15,2008-09-08 00:00:00,Broncos,-1.5,at Raiders,41.5,,
0,2008-09-14 00:00:00,at Broncos,-0.0,Chargers,46.0,,
1,2008-09-14 00:00:00,Packers,-3.0,at Lions,46.0,,
2,2008-09-14 00:00:00,at Jaguars,-4.5,Bills,37.0,,
3,2008-09-14 00:00:00,at Chiefs,-3.5,Raiders,36.0,,
4,2008-09-14 00:00:00,Giants,-8.5,at Rams,42.0,,
5,2008-09-14 00:00:00,Colts,-1.5,at Vikings,43.5,,
6,2008-09-14 00:00:00,at Jets,-1.0,Patriots,37.0,,
7,2008-09-14 00:00:00,at Seahawks,-6.5,49ers,38.0,,
8,2008-09-14 00:00:00,at Buccaneers,-7.0,Falcons,37.5,,
9,2008-09-14 00:00:00,at Redskins,-0.0,Saints,42.5,,
10,2008-09-14 00:00:00,at Cardinals,-6.5,Dolphins,39.5,,
11,2008-09-14 00:00:00,at Panthers,-3.0,Bears,37.0,,
12,2008-09-14 00:00:00,at Bengals,-1.0,Titans,37.0,,
13,2008-09-14 00:00:00,Steelers,-6.5,at Browns,44.0,,
14,2008-09-15 00:00:00,at Cowboys,-7.0,Eagles,49.0,,
0,2008-09-21 00:00:00,at Falcons,-6.0,Chiefs,36.0,,
1,2008-09-21 00:00:00,at Ravens,-2.0,Browns,38.5,,
2,2008-09-21 00:00:00,at Bills,-9.5,Raiders,36.5,,
3,2008-09-21 00:00:00,at Bears,-3.0,Buccaneers,35.0,,
4,2008-09-21 00:00:00,at Broncos,-5.5,Saints,51.0,,
5,2008-09-21 00:00:00,Cowboys,-3.0,at Packers,51.0,,
6,2008-09-21 00:00:00,at Colts,-5.5,Jaguars,42.0,,
7,2008-09-21 00:00:00,at Vikings,-3.0,Panthers,37.5,,
8,2008-09-21 00:00:00,at Patriots,-12.0,Dolphins,36.0,,
9,2008-09-21 00:00:00,at Giants,-13.0,Bengals,41.5,,
10,2008-09-21 00:00:00,at Eagles,-3.0,Steelers,44.5,,
11,2008-09-21 00:00:00,at Seahawks,-9.5,Rams,44.0,,
12,2008-09-21 00:00:00,at 49ers,-4.0,Lions,46.0,,
13,2008-09-21 00:00:00,at Titans,-4.5,Texans,39.0,,
14,2008-09-21 00:00:00,at Redskins,-3.0,Cardinals,42.5,,
15,2008-09-22 00:00:00,at Chargers,-9.0,Jets,44.5,,
0,2008-09-28 00:00:00,at Panthers,-7.0,Falcons,39.0,,
1,2008-09-28 00:00:00,Eagles,-3.0,at Bears,40.0,,
2,2008-09-28 00:00:00,at Bengals,-3.5,Browns,44.0,,
3,2008-09-28 00:00:00,at Cowboys,-11.0,Redskins,46.0,,
4,2008-09-28 00:00:00,at Jaguars,-7.0,Texans,43.0,,
5,2008-09-28 00:00:00,Broncos,-9.5,at Chiefs,46.0,,
6,2008-09-28 00:00:00,Bills,-8.0,at Rams,43.0,,
7,2008-09-28 00:00:00,at Saints,-4.5,49ers,48.0,,
8,2008-09-28 00:00:00,at Jets,-1.0,Cardinals,44.0,,
9,2008-09-28 00:00:00,Chargers,-7.5,at Raiders,45.0,,
10,2008-09-28 00:00:00,at Buccaneers,-1.5,Packers,43.0,,
11,2008-09-28 00:00:00,at Titans,-3.0,Vikings,36.0,,
12,2008-09-29 00:00:00,at Steelers,-5.5,Ravens,34.0,,
0,2008-10-05 00:00:00,at Cardinals,-1.5,Bills,44.5,,
1,2008-10-05 00:00:00,Titans,-1.0,at Ravens,33.5,,
2,2008-10-05 00:00:00,at Panthers,-9.5,Chiefs,38.5,,
3,2008-10-05 00:00:00,at Cowboys,-16.0,Bengals,45.0,,
4,2008-10-05 00:00:00,at Broncos,-3.5,Buccaneers,47.0,,
5,2008-10-05 00:00:00,Bears,-3.0,at Lions,45.5,,
6,2008-10-05 00:00:00,at Packers,-5.0,Falcons,42.0,,
7,2008-10-05 00:00:00,Colts,-3.5,at Texans,48.5,,
8,2008-10-05 00:00:00,at Jaguars,-4.5,Steelers,37.0,,
9,2008-10-05 00:00:00,Chargers,-6.0,at Dolphins,45.0,,
10,2008-10-05 00:00:00,at Giants,-7.0,Seahawks,43.0,,
11,2008-10-05 00:00:00,at Eagles,-6.5,Redskins,42.0,,
12,2008-10-05 00:00:00,Patriots,-3.0,at 49ers,41.0,,
13,2008-10-06 00:00:00,at Saints,-3.0,Vikings,47.0,,
0,2008-10-12 00:00:00,at Broncos,-3.5,Jaguars,48.5,,
1,2008-10-12 00:00:00,at Texans,-3.0,Dolphins,45.0,,
2,2008-10-12 00:00:00,at Colts,-4.5,Ravens,39.0,,
3,2008-10-12 00:00:00,at Chargers,-6.0,Patriots,44.5,,
4,2008-10-12 00:00:00,at Vikings,-13.5,Lions,45.5,,
5,2008-10-12 00:00:00,at Saints,-8.0,Raiders,47.0,,
6,2008-10-12 00:00:00,at Jets,-6.0,Bengals,45.0,,
7,2008-10-12 00:00:00,at Seahawks,-2.0,Packers,46.5,,
8,2008-10-12 00:00:00,Eagles,-5.0,at 49ers,42.5,,
9,2008-10-12 00:00:00,at Buccaneers,-1.0,Panthers,36.5,,
10,2008-10-12 00:00:00,at Redskins,-13.5,Rams,44.5,,
11,2008-10-12 00:00:00,Cowboys,-5.0,at Cardinals,50.0,,
12,2008-10-12 00:00:00,Bears,-2.5,at Falcons,43.5,,
13,2008-10-13 00:00:00,Giants,-8.0,at Browns,43.0,,
0,2008-10-19 00:00:00,Chargers,-2.0,at Bills,46.5,,
1,2008-10-19 00:00:00,at Panthers,-3.0,Saints,44.5,,
2,2008-10-19 00:00:00,at Bears,-3.0,Vikings,38.0,,
3,2008-10-19 00:00:00,Steelers,-9.5,at Bengals,37.0,,
4,2008-10-19 00:00:00,Colts,-1.5,at Packers,47.0,,
5,2008-10-19 00:00:00,at Texans,-9.0,Lions,48.0,,
6,2008-10-19 00:00:00,Titans,-7.5,at Chiefs,35.5,,
7,2008-10-19 00:00:00,Cowboys,-7.0,at Rams,44.0,,
8,2008-10-19 00:00:00,at Dolphins,-2.5,Ravens,36.5,,
9,2008-10-19 00:00:00,at Giants,-12.0,49ers,45.0,,
10,2008-10-19 00:00:00,Jets,-3.0,at Raiders,42.5,,
11,2008-10-19 00:00:00,at Buccaneers,-10.5,Seahawks,39.0,,
12,2008-10-19 00:00:00,at Redskins,-7.0,Browns,42.5,,
13,2008-10-20 00:00:00,at Patriots,-3.0,Broncos,46.5,,
0,2008-10-26 00:00:00,at Ravens,-7.0,Raiders,35.5,,
1,2008-10-26 00:00:00,at Panthers,-4.0,Cardinals,43.5,,
2,2008-10-26 00:00:00,at Cowboys,-2.0,Buccaneers,40.5,,
3,2008-10-26 00:00:00,Redskins,-8.0,at Lions,42.5,,
4,2008-10-26 00:00:00,at Texans,-9.5,Bengals,44.0,,
5,2008-10-26 00:00:00,at Jaguars,-7.0,Browns,41.5,,
6,2008-10-26 00:00:00,Bills,-1.5,at Dolphins,41.5,,
7,2008-10-26 00:00:00,at Patriots,-7.0,Rams,43.5,,
8,2008-10-26 00:00:00,Chargers,-3.5,at Saints,46.5,,
9,2008-10-26 00:00:00,at Jets,-13.0,Chiefs,38.5,,
10,2008-10-26 00:00:00,at Eagles,-9.0,Falcons,45.0,,
11,2008-10-26 00:00:00,at Steelers,-3.0,Giants,43.0,,
12,2008-10-26 00:00:00,at 49ers,-5.0,Seahawks,41.0,,
13,2008-10-27 00:00:00,at Titans,-4.0,Colts,41.5,,
0,2008-11-02 00:00:00,at Bills,-5.0,Jets,42.5,,
1,2008-11-02 00:00:00,at Bears,-13.0,Lions,43.5,,
2,2008-11-02 00:00:00,Jaguars,-7.5,at Bengals,40.5,,
3,2008-11-02 00:00:00,at Browns,-2.0,Ravens,36.0,,
4,2008-11-02 00:00:00,at Broncos,-3.5,Dolphins,48.5,,
5,2008-11-02 00:00:00,at Colts,-6.0,Patriots,45.0,,
6,2008-11-02 00:00:00,Buccaneers,-8.0,at Chiefs,37.0,,
7,2008-11-02 00:00:00,Cardinals,-3.0,at Rams,49.0,,
8,2008-11-02 00:00:00,at Vikings,-4.5,Texans,46.5,,
9,2008-11-02 00:00:00,at Giants,-8.0,Cowboys,41.0,,
10,2008-11-02 00:00:00,Falcons,-2.5,at Raiders,40.0,,
11,2008-11-02 00:00:00,Eagles,-7.0,at Seahawks,43.0,,
12,2008-11-02 00:00:00,at Titans,-5.5,Packers,42.5,,
13,2008-11-03 00:00:00,at Redskins,-2.5,Steelers,37.0,,
0,2008-11-06 00:00:00,at Browns,-3.0,Broncos,46.0,,
1,2008-11-09 00:00:00,Jaguars,-7.0,at Lions,44.0,,
2,2008-11-09 00:00:00,Ravens,-1.0,at Texans,42.0,,
3,2008-11-09 00:00:00,at Chargers,-15.5,Chiefs,47.0,,
4,2008-11-09 00:00:00,at Dolphins,-9.0,Seahawks,43.0,,
5,2008-11-09 00:00:00,at Vikings,-2.0,Packers,45.5,,
6,2008-11-09 00:00:00,at Patriots,-3.5,Bills,41.5,,
7,2008-11-09 00:00:00,at Jets,-8.5,Rams,44.5,,
8,2008-11-09 00:00:00,Panthers,-9.5,at Raiders,37.5,,
9,2008-11-09 00:00:00,at Eagles,-3.0,Giants,43.0,,
10,2008-11-09 00:00:00,at Steelers,-3.0,Colts,44.0,,
11,2008-11-09 00:00:00,at Falcons,-1.0,Saints,50.5,,
12,2008-11-09 00:00:00,Titans,-3.0,at Bears,38.5,,
13,2008-11-10 00:00:00,at Cardinals,-9.5,49ers,46.0,,
0,2008-11-13 00:00:00,at Patriots,-3.0,Jets,41.0,,
1,2008-11-16 00:00:00,at Giants,-7.0,Ravens,40.5,,
2,2008-11-16 00:00:00,at Steelers,-4.5,Chargers,42.0,,
3,2008-11-16 00:00:00,Cardinals,-3.0,at Seahawks,48.0,,
4,2008-11-16 00:00:00,at 49ers,-7.0,Rams,43.5,,
5,2008-11-16 00:00:00,at Buccaneers,-4.0,Vikings,39.0,,
6,2008-11-16 00:00:00,Cowboys,-2.0,at Redskins,43.0,,
7,2008-11-16 00:00:00,at Panthers,-14.0,Lions,40.0,,
8,2008-11-16 00:00:00,Eagles,-9.0,at Bengals,41.0,,
9,2008-11-16 00:00:00,at Packers,-3.5,Bears,43.0,,
10,2008-11-16 00:00:00,at Colts,-8.0,Texans,50.5,,
11,2008-11-16 00:00:00,Titans,-3.0,at Jaguars,40.0,,
12,2008-11-16 00:00:00,Saints,-5.5,at Chiefs,50.0,,
13,2008-11-16 00:00:00,at Dolphins,-10.0,Raiders,38.5,,
14,2008-11-16 00:00:00,at Falcons,-6.5,Broncos,51.5,,
15,2008-11-17 00:00:00,at Bills,-5.5,Browns,40.0,,
0,2008-11-20 00:00:00,at Steelers,-11.5,Bengals,36.0,,
1,2008-11-23 00:00:00,Redskins,-3.5,at Seahawks,40.0,,
2,2008-11-23 00:00:00,at Titans,-5.5,Jets,40.0,,
3,2008-11-23 00:00:00,Giants,-3.5,at Cardinals,48.5,,
4,2008-11-23 00:00:00,at Falcons,-1.0,Panthers,43.0,,
5,2008-11-23 00:00:00,at Ravens,-2.0,Eagles,38.5,,
6,2008-11-23 00:00:00,at Browns,-3.0,Texans,49.5,,
7,2008-11-23 00:00:00,at Cowboys,-9.5,49ers,46.0,,
8,2008-11-23 00:00:00,at Broncos,-9.5,Raiders,43.0,,
9,2008-11-23 00:00:00,Buccaneers,-7.5,at Lions,41.5,,
10,2008-11-23 00:00:00,at Jaguars,-2.5,Vikings,41.0,,
11,2008-11-23 00:00:00,Bills,-3.0,at Chiefs,43.0,,
12,2008-11-23 00:00:00,at Chargers,-3.0,Colts,49.0,,
13,2008-11-23 00:00:00,Bears,-8.0,at Rams,43.5,,
14,2008-11-23 00:00:00,at Dolphins,-1.0,Patriots,42.0,,
15,2008-11-24 00:00:00,at Saints,-2.5,Packers,52.0,,
0,2008-11-27 00:00:00,at Cowboys,-12.0,Seahawks,46.5,,
1,2008-11-27 00:00:00,Titans,-11.0,at Lions,44.0,,
2,2008-11-27 00:00:00,at Eagles,-3.0,Cardinals,49.0,,
3,2008-11-30 00:00:00,at Buccaneers,-4.0,Saints,44.5,,
4,2008-11-30 00:00:00,Giants,-3.5,at Redskins,41.0,,
5,2008-11-30 00:00:00,at Bills,-6.5,49ers,43.0,,
6,2008-11-30 00:00:00,Ravens,-7.0,at Bengals,35.5,,
7,2008-11-30 00:00:00,Colts,-4.5,at Browns,44.0,,
8,2008-11-30 00:00:00,at Packers,-3.0,Panthers,41.5,,
9,2008-11-30 00:00:00,at Chargers,-6.0,Falcons,48.5,,
10,2008-11-30 00:00:00,Dolphins,-7.5,at Rams,44.0,,
11,2008-11-30 00:00:00,at Vikings,-4.0,Bears,41.5,,
12,2008-11-30 00:00:00,at Patriots,-1.5,Steelers,39.5,,
13,2008-11-30 00:00:00,at Jets,-7.5,Broncos,47.5,,
14,2008-11-30 00:00:00,at Raiders,-3.0,Chiefs,41.5,,
15,2008-12-01 00:00:00,at Texans,-3.0,Jaguars,48.5,,
0,2008-12-04 00:00:00,at Chargers,-9.5,Raiders,41.0,,
1,2008-12-07 00:00:00,at Saints,-3.0,Falcons,52.0,,
2,2008-12-07 00:00:00,at Giants,-6.5,Eagles,40.5,,
3,2008-12-07 00:00:00,at Steelers,-4.0,Cowboys,38.5,,
4,2008-12-07 00:00:00,Patriots,-7.0,at Seahawks,42.5,,
5,2008-12-07 00:00:00,Jets,-4.5,at 49ers,45.0,,
6,2008-12-07 00:00:00,at Titans,-14.0,Browns,37.0,,
7,2008-12-07 00:00:00,at Cardinals,-15.0,Rams,48.5,,
8,2008-12-07 00:00:00,at Ravens,-6.5,Redskins,35.0,,
9,2008-12-07 00:00:00,at Bills,-1.5,Dolphins,42.5,,
10,2008-12-07 00:00:00,at Bears,-6.5,Jaguars,40.0,,
11,2008-12-07 00:00:00,at Broncos,-9.0,Chiefs,49.0,,
12,2008-12-07 00:00:00,Vikings,-10.5,at Lions,45.0,,
13,2008-12-07 00:00:00,at Packers,-7.0,Texans,47.5,,
14,2008-12-07 00:00:00,at Colts,-13.5,Bengals,41.5,,
15,2008-12-08 00:00:00,at Panthers,-3.0,Buccaneers,40.0,,
0,2008-12-11 00:00:00,at Bears,-3.0,Saints,45.0,,
1,2008-12-14 00:00:00,Redskins,-7.0,at Bengals,36.5,,
2,2008-12-14 00:00:00,at Cowboys,-3.0,Giants,45.0,,
3,2008-12-14 00:00:00,Titans,-3.0,at Texans,45.5,,
4,2008-12-14 00:00:00,at Colts,-17.0,Lions,44.5,,
5,2008-12-14 00:00:00,Packers,-2.5,at Jaguars,46.0,,
6,2008-12-14 00:00:00,Chargers,-5.5,at Chiefs,43.0,,
7,2008-12-14 00:00:00,Seahawks,-3.0,at Rams,42.5,,
8,2008-12-14 00:00:00,at Dolphins,-6.0,49ers,41.5,,
9,2008-12-14 00:00:00,at Jets,-7.0,Bills,41.0,,
10,2008-12-14 00:00:00,Patriots,-7.0,at Raiders,39.0,,
11,2008-12-14 00:00:00,at Cardinals,-3.0,Vikings,46.5,,
12,2008-12-14 00:00:00,at Falcons,-3.0,Buccaneers,44.0,,
13,2008-12-14 00:00:00,at Ravens,-3.0,Steelers,34.0,,
14,2008-12-14 00:00:00,at Panthers,-7.5,Broncos,47.5,,
15,2008-12-15 00:00:00,at Eagles,-14.0,Browns,38.5,,
0,2008-12-18 00:00:00,Colts,-6.5,at Jaguars,44.0,,
1,2008-12-20 00:00:00,at Cowboys,-4.5,Ravens,39.5,,
2,2008-12-21 00:00:00,at Broncos,-6.0,Bills,45.0,,
3,2008-12-21 00:00:00,Saints,-7.0,at Lions,50.5,,
4,2008-12-21 00:00:00,at Browns,-3.0,Bengals,31.5,,
5,2008-12-21 00:00:00,Dolphins,-3.5,at Chiefs,37.5,,
6,2008-12-21 00:00:00,49ers,-5.0,at Rams,43.0,,
7,2008-12-21 00:00:00,at Vikings,-3.5,Falcons,43.5,,
8,2008-12-21 00:00:00,at Patriots,-7.5,Cardinals,42.5,,
9,2008-12-21 00:00:00,at Giants,-3.5,Panthers,37.0,,
10,2008-12-21 00:00:00,Texans,-7.0,at Raiders,44.0,,
11,2008-12-21 00:00:00,Jets,-3.5,at Seahawks,42.0,,
12,2008-12-21 00:00:00,at Buccaneers,-3.5,Chargers,42.0,,
13,2008-12-21 00:00:00,Steelers,-2.5,at Titans,34.0,,
14,2008-12-21 00:00:00,Eagles,-4.5,at Redskins,37.0,,
15,2008-12-22 00:00:00,at Bears,-4.5,Packers,40.5,,
0,2008-12-28 00:00:00,at Cardinals,-6.5,Seahawks,46.0,,
1,2008-12-28 00:00:00,at Falcons,-14.0,Rams,44.0,,
2,2008-12-28 00:00:00,at Ravens,-10.0,Jaguars,37.0,,
3,2008-12-28 00:00:00,Patriots,-6.0,at Bills,37.5,,
4,2008-12-28 00:00:00,at Bengals,-3.0,Chiefs,39.0,,
5,2008-12-28 00:00:00,at Packers,-10.5,Lions,42.5,,
6,2008-12-28 00:00:00,at Texans,-3.0,Bears,46.5,,
7,2008-12-28 00:00:00,Titans,-3.0,at Colts,39.0,,
8,2008-12-28 00:00:00,at Chargers,-8.0,Broncos,50.0,,
9,2008-12-28 00:00:00,at Vikings,-7.0,Giants,41.0,,
10,2008-12-28 00:00:00,Panthers,-3.0,at Saints,51.0,,
11,2008-12-28 00:00:00,at Jets,-3.0,Dolphins,42.5,,
12,2008-12-28 00:00:00,at Eagles,-1.5,Cowboys,42.0,,
13,2008-12-28 00:00:00,at Steelers,-11.0,Browns,33.5,,
14,2008-12-28 00:00:00,at 49ers,-3.0,Redskins,37.0,,
15,2008-12-28 00:00:00,at Buccaneers,-13.0,Raiders,39.0,,
0,2009-09-10 00:00:00,at Steelers,-5.0,Titans,34.0,,
1,2009-09-13 00:00:00,at Seahawks,-8.0,Rams,40.5,,
2,2009-09-13 00:00:00,Cowboys,-5.5,at Buccaneers,39.0,,
3,2009-09-13 00:00:00,at Saints,-13.5,Lions,49.0,,
4,2009-09-13 00:00:00,at Giants,-6.5,Redskins,37.5,,
5,2009-09-13 00:00:00,at Cardinals,-6.0,49ers,46.0,,
6,2009-09-13 00:00:00,at Falcons,-4.0,Dolphins,43.5,,
7,2009-09-13 00:00:00,at Ravens,-13.0,Chiefs,36.0,,
8,2009-09-13 00:00:00,at Panthers,-1.0,Eagles,44.5,,
9,2009-09-13 00:00:00,at Bengals,-4.5,Broncos,43.0,,
10,2009-09-13 00:00:00,Vikings,-4.0,at Browns,39.5,,
11,2009-09-13 00:00:00,at Packers,-3.5,Bears,47.0,,
12,2009-09-13 00:00:00,at Texans,-4.0,Jets,43.5,,
13,2009-09-13 00:00:00,at Colts,-7.0,Jaguars,44.5,,
14,2009-09-14 00:00:00,at Patriots,-11.0,Bills,48.0,,
15,2009-09-14 00:00:00,Chargers,-9.5,at Raiders,42.0,,
0,2009-09-20 00:00:00,at Falcons,-6.0,Panthers,44.0,,
1,2009-09-20 00:00:00,at Bills,-4.0,Buccaneers,42.0,,
2,2009-09-20 00:00:00,Steelers,-3.0,at Bears,38.0,,
3,2009-09-20 00:00:00,at Cowboys,-3.0,Giants,44.5,,
4,2009-09-20 00:00:00,at Broncos,-3.0,Browns,39.0,,
5,2009-09-20 00:00:00,Vikings,-9.0,at Lions,46.0,,
6,2009-09-20 00:00:00,at Packers,-8.0,Bengals,42.0,,
7,2009-09-20 00:00:00,at Jaguars,-3.0,Cardinals,43.5,,
8,2009-09-20 00:00:00,at Chiefs,-2.0,Raiders,39.0,,
9,2009-09-20 00:00:00,at Chargers,-2.5,Ravens,40.5,,
10,2009-09-20 00:00:00,Patriots,-3.0,at Jets,45.5,,
11,2009-09-20 00:00:00,Saints,-2.5,at Eagles,46.0,,
12,2009-09-20 00:00:00,at 49ers,-1.0,Seahawks,39.5,,
13,2009-09-20 00:00:00,at Titans,-7.0,Texans,41.0,,
14,2009-09-20 00:00:00,at Redskins,-9.5,Rams,37.0,,
15,2009-09-21 00:00:00,Colts,-3.0,at Dolphins,42.0,,
0,2009-09-27 00:00:00,Redskins,-6.5,at Lions,38.5,,
1,2009-09-27 00:00:00,at Texans,-3.5,Jaguars,47.5,,
2,2009-09-27 00:00:00,at Chargers,-5.5,Dolphins,44.5,,
3,2009-09-27 00:00:00,Packers,-6.5,at Rams,42.5,,
4,2009-09-27 00:00:00,at Vikings,-6.5,49ers,39.5,,
5,2009-09-27 00:00:00,at Patriots,-5.0,Falcons,47.0,,
6,2009-09-27 00:00:00,at Jets,-2.5,Titans,37.0,,
7,2009-09-27 00:00:00,Broncos,-2.5,at Raiders,38.0,,
8,2009-09-27 00:00:00,at Eagles,-7.0,Chiefs,39.0,,
9,2009-09-27 00:00:00,Bears,-3.0,at Seahawks,37.0,,
10,2009-09-27 00:00:00,Giants,-6.5,at Buccaneers,45.5,,
11,2009-09-27 00:00:00,at Cardinals,-3.0,Colts,48.0,,
12,2009-09-27 00:00:00,at Ravens,-13.5,Browns,38.5,,
13,2009-09-27 00:00:00,Saints,-6.0,at Bills,51.0,,
14,2009-09-27 00:00:00,Steelers,-4.0,at Bengals,37.0,,
15,2009-09-28 00:00:00,at Cowboys,-8.0,Panthers,47.0,,
0,2009-10-04 00:00:00,at Bears,-10.0,Lions,41.0,,
1,2009-10-04 00:00:00,Bengals,-6.5,at Browns,38.0,,
2,2009-10-04 00:00:00,Cowboys,-2.5,at Broncos,42.0,,
3,2009-10-04 00:00:00,at Texans,-8.5,Raiders,42.5,,
4,2009-10-04 00:00:00,at Colts,-10.0,Seahawks,43.5,,
5,2009-10-04 00:00:00,Titans,-3.0,at Jaguars,41.5,,
6,2009-10-04 00:00:00,Giants,-8.0,at Chiefs,42.0,,
7,2009-10-04 00:00:00,at Dolphins,-1.0,Bills,37.0,,
8,2009-10-04 00:00:00,at Patriots,-1.0,Ravens,44.5,,
9,2009-10-04 00:00:00,at Saints,-7.5,Jets,45.5,,
10,2009-10-04 00:00:00,at Steelers,-6.0,Chargers,42.5,,
11,2009-10-04 00:00:00,at 49ers,-9.5,Rams,37.0,,
12,2009-10-04 00:00:00,at Redskins,-8.0,Buccaneers,37.0,,
13,2009-10-05 00:00:00,at Vikings,-3.5,Packers,45.5,,
0,2009-10-11 00:00:00,at Cardinals,-6.0,Texans,50.0,,
1,2009-10-11 00:00:00,at Ravens,-9.0,Bengals,42.0,,
2,2009-10-11 00:00:00,at Bills,-6.5,Browns,41.0,,
3,2009-10-11 00:00:00,at Panthers,-4.5,Redskins,38.0,,
4,2009-10-11 00:00:00,Patriots,-3.0,at Broncos,42.0,,
5,2009-10-11 00:00:00,Steelers,-10.5,at Lions,44.5,,
6,2009-10-11 00:00:00,Cowboys,-7.0,at Chiefs,43.0,,
7,2009-10-11 00:00:00,Vikings,-10.5,at Rams,41.0,,
8,2009-10-11 00:00:00,at Giants,-15.5,Raiders,37.5,,
9,2009-10-11 00:00:00,at Eagles,-15.5,Buccaneers,41.0,,
10,2009-10-11 00:00:00,at Seahawks,-1.5,Jaguars,44.0,,
11,2009-10-11 00:00:00,at 49ers,-2.5,Falcons,40.0,,
12,2009-10-11 00:00:00,Colts,-3.5,at Titans,44.5,,
13,2009-10-12 00:00:00,Jets,-2.0,at Dolphins,36.5,,
0,2009-10-18 00:00:00,at Vikings,-2.5,Ravens,45.5,,
1,2009-10-18 00:00:00,at Patriots,-9.0,Titans,38.5,,
2,2009-10-18 00:00:00,at Saints,-3.5,Giants,47.0,,
3,2009-10-18 00:00:00,at Jets,-9.5,Bills,36.0,,
4,2009-10-18 00:00:00,Eagles,-14.0,at Raiders,40.0,,
5,2009-10-18 00:00:00,at Steelers,-13.5,Browns,37.5,,
6,2009-10-18 00:00:00,at Seahawks,-2.5,Cardinals,47.0,,
7,2009-10-18 00:00:00,Panthers,-3.5,at Buccaneers,38.5,,
8,2009-10-18 00:00:00,at Redskins,-6.0,Chiefs,36.5,,
9,2009-10-18 00:00:00,at Falcons,-3.5,Bears,45.5,,
10,2009-10-18 00:00:00,at Bengals,-4.5,Texans,46.0,,
11,2009-10-18 00:00:00,at Packers,-14.0,Lions,49.0,,
12,2009-10-18 00:00:00,at Jaguars,-8.0,Rams,43.0,,
13,2009-10-19 00:00:00,at Chargers,-3.5,Broncos,44.0,,
0,2009-10-25 00:00:00,at Panthers,-6.5,Bills,36.5,,
1,2009-10-25 00:00:00,at Bengals,-1.0,Bears,43.0,,
2,2009-10-25 00:00:00,Packers,-8.5,at Browns,41.5,,
3,2009-10-25 00:00:00,at Cowboys,-5.5,Falcons,47.5,,
4,2009-10-25 00:00:00,at Texans,-3.0,49ers,44.5,,
5,2009-10-25 00:00:00,Chargers,-5.5,at Chiefs,44.0,,
6,2009-10-25 00:00:00,Colts,-14.0,at Rams,45.5,,
7,2009-10-25 00:00:00,Saints,-6.5,at Dolphins,47.5,,
8,2009-10-25 00:00:00,at Giants,-7.0,Cardinals,46.0,,
9,2009-10-25 00:00:00,Jets,-5.5,at Raiders,34.5,,
10,2009-10-25 00:00:00,at Steelers,-6.0,Vikings,47.0,,
11,2009-10-25 00:00:00,Patriots,-16.0,at Buccaneers,45.0,,
12,2009-10-26 00:00:00,Eagles,-7.0,at Redskins,37.0,,
0,2009-11-01 00:00:00,at Cardinals,-9.5,Panthers,41.5,,
1,2009-11-01 00:00:00,at Ravens,-4.0,Broncos,42.0,,
